emotion,layer,alpha,prompt_idx,sample_idx,continuation,hits,hit,words,unique_fraction,max_word_fraction,label
joyful,0,0.0,1,2," Dude in the middle of a long story.

Dude: The story's ending.

Scene: A young man in a suit.

Dude: I'm trying to make you feel better.

Scene: A little boy running with the help of some friends.

Dude: It's a good thing I have a car.

Scene: A",0,0,49.0,0.6938775510204082,0.14285714285714285,base
joyful,0,0.0,1,3," An unannounced discovery has been made of a little girl, and she has taken a liking to her. She was determined to tell her father everything. And so she came to a town called Bradenville. She saw a beautiful woman walking in the middle of the road. She was sure she saw the mother-daughter couple, and so she went in search of them.

What do",0,0,66.0,0.6515151515151515,0.10606060606060606,base
joyful,0,0.0,1,4," The house on the hill

Time: 9:30pm

Location: The house on the hill

Duration: 2 mins

Description: The house on the hill is a funky, old-fashioned home. The house is filled with furniture and lighting fixtures from around the world. Inside, you have a big kitchen and a large bedroom. The rooms are decorated with hand painted",0,0,57.0,0.6491228070175439,0.15789473684210525,base
joyful,0,0.0,1,5," The first of two friends finding something unexpected.

Spoiler:

It's a scene from the movie, so we're going to play a quick flashback to the scene, to get a sense of what it's like to be stranded on a deserted island.

Scene: This is the scene, where the two friends find this island, which they named after a fictional town",0,0,60.0,0.6666666666666666,0.08333333333333333,base
joyful,0,0.0,1,6," Mia

1.

As the day goes on, we are introduced to a very interesting young man. He comes across a large package wrapped in black tape and tries to take it. He asks if it’s a friend and if that’s a friend. The guy says it’s probably a friend so let’s play some more. The guy and his friends are all",0,0,64.0,0.6875,0.078125,base
joyful,0,0.0,1,7,"

Scene 1:

A brief scene about three friends who find something unexpected.

Scene:

Scene 2:

A brief scene about three friends who find something unexpected.

Scene:

Scene 3:

A brief scene about three friends who find something unexpected.

Scene:

Scene 4:

A brief scene about four friends who",0,0,44.0,0.25,0.25,base
joyful,0,0.0,1,8," A little story, about two friends finding a strange object.

Fictional: The story is set in a fantasy setting in a small town.",0,0,23.0,0.782608695652174,0.17391304347826086,base
joyful,0,0.0,1,9," ""Dylan's first trip to India""

1.

""Dylan's first trip to India"" is a short scene where you and Dylan meet up with an old friend of the time, Dyer, who is visiting from India. Dylan is also at this point in the movie, and he wants Dylan to be happy, but Dylan also wants Dyer to be happy, so",2,1,58.0,0.6551724137931034,0.06896551724137931,base
joyful,0,0.0,2,0," “Watching this news. Someone says they’re going to be on a road trip…You know, I always have thought I should be a little more, uh…cool…but I have to go, I have to get outta here.”

Scene: “I’m sorry, they said no. No, you need to get on a road trip…”

Scene:",0,0,56.0,0.6428571428571429,0.08928571428571429,base
joyful,0,0.0,2,1," Sketch a short scene about a person receiving surprising news.

Time: Time to move the sketch onto a separate page.

Started Work: Started a page to move a sketch onto.

Ended Work: Ended the sketch.

You must start working on the finished work as soon as possible.

Use your imagination to give the sketch a more dynamic",0,0,57.0,0.5964912280701754,0.10526315789473684,base
joyful,0,0.0,2,2," A story about a man and a woman who received a news about their friend who died. It's a short story of two guys and a girl who had this big surprise when their friend died.

The characters talk about their relationship, how they are always together, and what they think about being in love.

The story is about someone who's been through a lot since their friend's",0,0,68.0,0.6617647058823529,0.10294117647058823,base
joyful,0,0.0,2,3,"

A short scene about a person receiving surprising news.

Action:

In this short scene, a person is receiving unexpected news that the person in question will get a surprise phone call. It's a short scene.

Scene:

A short scene about a person receiving unexpected news that the person in question will get a surprise phone call.

Action:

",0,0,57.0,0.38596491228070173,0.14035087719298245,base
joyful,0,0.0,2,4," A man’s encounter with a girl and their encounter.

1. What is the scene you’ve just been in?

a. A guy being chased through a wooded area by a huge black bear, who comes after them.

2. What is it that you’ve been up to at the time?

a. The encounter with the bear.
",0,0,55.0,0.6727272727272727,0.12727272727272726,base
joyful,0,0.0,2,5,"

A little girl goes into a big store to pick up some cookies.

The camera starts rolling and we see this very, very brief clip of the little girl and the huge candy box on the table with the words ""Cookie"" inscribed on the top. As she turns and goes to pick up the box, she realizes that she's not alone. She finds herself holding a small",0,0,67.0,0.6865671641791045,0.1044776119402985,base
joyful,0,0.0,2,6," ""Heroic Man"" by Jason Mraz

The song is about the life of a man who became famous for his courageous performance in the 1995 film ""The Last of the Mohicans."" It is a story of how he is forced to stand alone in front of millions of viewers and endure humiliating and often impossible situations for a living human. ""Heroic Man"" is a",0,0,62.0,0.6774193548387096,0.08064516129032258,base
joyful,0,0.0,2,7," ""There's a man and woman in a black suit.""

""I don't know. I don't believe in that.""

""I'm sure he's not very tall. The man in the suit is taller than him. He's wearing a suit.""

""What does he look like?""

""His hair is long and he has a mane of bangs",0,0,52.0,0.7115384615384616,0.07692307692307693,base
joyful,0,0.0,2,8," Coconuts.

Coconuts make short stories and movies that can’t be beat for quality stories. However, many short stories don’t have long-term endings and instead end up being forgotten about. While you may love the short stories about people receiving unexpected news, there are plenty of shorter stories that are actually better than your short story. However, there are some short stories",0,0,64.0,0.71875,0.09375,base
joyful,0,0.0,2,9,"

You’ve just finished the chapter. You’re in the office having a conversation. You’re reading your notes. You’re staring at the clock, waiting for the office door to open. You feel the energy of the paper and the lightness of the office, but also the sadness of a loved one’s passing. You’re also feeling sad for your colleagues.",0,0,63.0,0.6190476190476191,0.14285714285714285,base
joyful,0,0.0,3,0," The room is the kitchen of the house with some people at the door.

What do you do when people come and want to talk to you?

The first step is to tell them to wait, and it might be that they already knew the person’s name. Then you can explain that there were three of them and they’re waiting for you. You want them to wait",0,0,69.0,0.6376811594202898,0.08695652173913043,base
joyful,0,0.0,3,1,"

After the shooting, we were left to think about what to do. After several hours of thinking about everything, the script came out of the blue. I had to tell him that it was just a draft. I had to tell him that it was just a draft of what would be in the final edit, but that I would be editing it.

The ending had to be changed",0,0,69.0,0.5652173913043478,0.07246376811594203,base
joyful,0,0.0,3,2," ""I'm waiting for a friend, but she won't take me in.""

Scene: ""She was talking to me. I don't know how she did it. She was talking to me. You see she's really nice, but I don't think she really wants to do it. She's very nervous. I think we need to get this going.""

Scene: """,0,0,56.0,0.6428571428571429,0.08928571428571429,base
joyful,0,0.0,3,3," A room, on a smallish desk, with a large computer on it.

1:01:00: A small group of men, all in black suits, standing at the front, looking through the door. Their heads are bent, but they seem to be concentrating on something in front of them. They seem to be concentrating on someone. (2)

1:05:",0,0,52.0,0.7115384615384616,0.07692307692307693,base
joyful,0,0.0,3,4," A boy on a mission to look for his missing friend.

In the scene, the girl is a young girl who was walking along a forest path in a place in the jungle. She was waiting for the others to arrive and the leader of the group had her waiting for them.

In the background, she looks at the tree in the forest and the bird flying above her.
",0,0,69.0,0.6086956521739131,0.14492753623188406,base
joyful,0,0.0,3,5,"

The room with a few random objects.

An animal.

A person waiting in a quiet room.

A person waiting in a quiet room.

A person waiting in a quiet room.

A person waiting in a quiet room.

A person waiting in a quiet room.

A person waiting in a quiet room.

A person waiting",0,0,54.0,0.24074074074074073,0.25925925925925924,base
joyful,0,0.0,3,6,"

Hans goes over to talk with a girl at a nightclub who is talking to a guy. The guy says something to Hans about the girl, and Hans sees it. He turns around and sees the girl looking at him. He asks Hans why he looks like this. She says she is beautiful and everything. She says, I'm a very good dancer, and you know the story",0,0,67.0,0.6119402985074627,0.05970149253731343,base
joyful,0,0.0,3,7,"

1 - An elevator.

2 - The stairs leading up.

Scene:

1 - The elevator.

2 - A short scene involving a woman and a dog in the elevator.

Scene:

1 - The elevator.

2 - A short scene with a woman and a dog sitting down.

Scene:

1 - A",0,0,37.0,0.4594594594594595,0.1891891891891892,base
joyful,0,0.0,3,8,"  

(this scene is going to be shorter than the rest of the game)  

(this scene is going to be different from the rest of the game)  

(the rest of the game)  

(this scene is going to be more challenging than the others)  

(this scene is going to be a lot more challenging than the others)",0,0,55.0,0.34545454545454546,0.14545454545454545,base
joyful,0,0.0,3,9,"

As you come out of a door, you see the woman standing next to her desk. You look around, but there’s no one there. You look at her, but she doesn’t answer. You start walking towards her and she disappears behind a curtain.

Once you’ve reached her, you look at her and ask her to tell you why she’s here",0,0,64.0,0.640625,0.125,base
joyful,0,0.0,4,0," A small, square room surrounded by tables and shelves.

Scene: A small, square room surrounded by tables and shelves.

Scene: A small, square room surrounded by tables and shelves.

Scene: A small, square room surrounded by tables and shelves.

Scene: A small, square room surrounded by tables and shelves.

Scene: A small, square room",0,0,54.0,0.18518518518518517,0.1111111111111111,base
joyful,0,0.0,4,1," A young man holding a piece of cardboard at a market.

Scene: A man holding a coin to the side of a bottle.

Scene: A man handing something to a group of people.

Scene: A man holding the coins in a place that isn't even a coin.

Scene: A man holding a piece of paper.

Scene: A man holding",0,0,59.0,0.4406779661016949,0.23728813559322035,base
joyful,0,0.0,4,2,"

What’s a man called?

What’s a woman called?

What are the two major problems with the way women think about men?

How could a man tell the difference between the two sexes?

How does the relationship between women and men work?

How does one relationship work between men and women?

Is this a romantic relationship?",0,0,57.0,0.543859649122807,0.08771929824561403,base
joyful,0,0.0,4,3," ""When""

Person: ""And when I left it all to the angels""

""I'll give it to you one day""

""This'll just be a quick shot""

""Now I want you to remember your promise and then I want you to let me know""

""When I leave this place""

The ""When"" scene is the",0,0,51.0,0.6862745098039216,0.0784313725490196,base
joyful,0,0.0,4,4,"

A character recalls a man's story:

""Well, you know,"" he says. ""I made the promise. So, then I'm glad I made it. It's really good.""

The story starts right in the middle of a conversation:

""Why are you doing this? Why aren't you happy? Why do you have to be so nice? So",1,1,53.0,0.7358490566037735,0.07547169811320754,base
joyful,0,0.0,4,5," a room in a warehouse where a young boy is being taught to make bombs. He's been given a promise: the city will bomb the whole world.

Short scene

In the next scene, the boy remembers what he was told.

Scene: the boy, who is a child, is walking through the fields of the town.

Short scene

After the boy",0,0,60.0,0.65,0.13333333333333333,base
joyful,0,0.0,4,6,"

A scene from an episode in the series.

Creature:

An insect.

Story:

A few moments of silence.

Scene:

A few moments of silence.

Creature:

A small bird.

Story:

A few moments of silence.

Scene:

A few moments of silence.",0,0,39.0,0.4358974358974359,0.15384615384615385,base
joyful,0,0.0,4,7," ""A Short Scene About a Person."" A person is remembered in a specific moment of time (usually an hour in the first instance) when the person is remembering what he or she was able to accomplish on the day the promise was made, that is, at the time it was made. For example, the person might remember someone who had been able to go to the store to pick up the phone",0,0,72.0,0.6666666666666666,0.1111111111111111,base
joyful,0,0.0,4,8," A person is saying: ""I promise I will return your letter soon""

Scene: The letter is addressed to the person and is signed by the person.

Scene: A person reads the letter and takes it to a person who works for the person.

Scene: A person reads the letter and writes to the person on the letter, but before the letter is written to the",0,0,65.0,0.4461538461538462,0.15384615384615385,base
joyful,0,0.0,4,9,"

A boy is playing in the street, looking for his favorite song. It is on his mind.

The boy picks up his pace, but when he gets to the spot where he is standing he stops and then begins to run in the opposite direction. As he runs, he is sure to hear the song but cannot recall it.

The boy stops, but the song has",0,0,66.0,0.6060606060606061,0.10606060606060606,base
joyful,0,0.0,5,0," A party is going to be a party of about three guys. They are friends. They make a couple of mistakes. They make decisions that will make a huge impact on a couple of guys. They make decisions that you can't predict or predict how bad you'll be, but they think that they should be making the right choice. When a guy is going to make a big decision, he's",0,0,70.0,0.5857142857142857,0.1,base
joyful,0,0.0,5,1," 
The scene changes depending on where the scene is.

Reception

References

Category:English voice actors
Category:2010 British television seasons",0,0,19.0,0.8421052631578947,0.10526315789473684,base
joyful,0,0.0,5,2,"

An actor takes a look at what a group of friends are going through after meeting at a place called ""The City."" A person is playing a role in a very sad event that will happen, like a plane crash, or when a person is about to go to a meeting. He tries to be polite but he also tries to be angry. Then a person says that she is going to",0,0,72.0,0.6666666666666666,0.1388888888888889,base
joyful,0,0.0,5,3," A group of people making a decision together.

Scene: A group of people making a decision together.

Scene: A group of people making a decision together.

Scene: A group of people making a decision together.

Scene: A group of people making a decision together.

Scene: A group of people making a decision together.

Scene: A group",0,0,56.0,0.14285714285714285,0.23214285714285715,base
joyful,0,0.0,5,4,"

Sight for a picture of a group making a decision together.

A scene with the group making a decision together.

A scene with the group making a decision together.

A scene with the group making a decision together.

A scene with the group making a decision together.

A scene with the group making a decision together.

A scene with",0,0,59.0,0.2033898305084746,0.23728813559322035,base
joyful,0,0.0,5,5," 1: a group making a decision together.

Scene: 2: an object from the group making a decision together.

Scene: 3: a group of people making a decision together.

Scene: 4: a group making a decision together.

Scene: 5: a group making a decision together.

Scene: 6: an object from the group making a decision",0,0,48.0,0.25,0.20833333333333334,base
joyful,0,0.0,5,6," A group of four friends, played by three different actors.

Story

Plot

The film follows the plot of a man and his friend, a group of eight friends, who, after an hour-long discussion, decide to form a team, the idea being that each of the eight friends will be a member of a small, yet growing group of friends.

Reception",0,0,61.0,0.6721311475409836,0.09836065573770492,base
joyful,0,0.0,5,7," Animated short

Miniature

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

Miniature Story Time

",0,0,33.0,0.15151515151515152,0.3333333333333333,base
joyful,0,0.0,5,8,"

1. Scene with a young girl (I don't know if it's her or the girl)

2. Scene with a boy (I don't know if it's his or hers)

3. Scene with a girl (I don't know if it's her or the girl)

4. Scene with a boy

5. Scene with a girl
",0,0,47.0,0.3404255319148936,0.10638297872340426,base
joyful,0,0.0,5,9," 

Scene 1: The team is split up into a group of 5 with one girl standing in front of a group of 5 with one boy standing in front of a group of 5.

Scene 2: One boy grabs her by the hair and says, ""Stop!""

Scene 3: Two guys are in the group and they all put on masks and sing ""You're gonna be",0,0,59.0,0.6101694915254238,0.0847457627118644,base
joyful,0,0.0,6,0,"
A short scene about a conversation with the neighbor's dog. The man in the bar across the street had called from another part of town. He was walking down the street, talking to a stranger, and the stranger had called back to him. When the man's friend saw him, the friend knew that the stranger, even though the stranger was in his own yard, was not coming out to",0,0,69.0,0.6521739130434783,0.14492753623188406,base
joyful,0,0.0,6,1," 1

The opening scene ends with the audience making their way through the door. The audience is shown to be a very frightened, scared man.

Scene: 2

As the door closes and the door is opened another door emerges from the crowd, the door was closed too but we can now see that the same door was opened by another man. The audience is shown to be a",0,0,66.0,0.5909090909090909,0.15151515151515152,base
joyful,0,0.0,6,2," A young woman opens a door to an open apartment. As she opens the door the young woman opens the door, to see the young woman opening a door.

Scene: A young woman opens a door to a door. As she opens the door the young woman opens the door, to see the young woman opening a door.

Scene: A young woman opens a door to a door",0,0,68.0,0.22058823529411764,0.16176470588235295,base
joyful,0,0.0,6,3,"

""I never met her,"" Gerry says, looking up. ""I never met her before.""

""Oh, don't say that,"" Gerry says, holding up his hands. ""You wouldn't believe how many people I've had to kill in my time.""

""I don't even know how many people you have killed,"" Gerry says.

""",0,0,48.0,0.6875,0.0625,base
joyful,0,0.0,6,4,"

Sleeps in a windowless room, a long narrow room where only two beds can be accommodated. Somewhere in the room is a man and a young woman. The two are sitting at a table looking out of a window, which the young woman has left open.

Sleeps in a windowless room, a long narrow room where only two beds can be accommod",0,0,62.0,0.5483870967741935,0.12903225806451613,base
joyful,0,0.0,6,5," This scene was shot with the L.A. D.A. of the L.A. D.A. on camera. The camera was located in a room.

Reception
When writing for AllMovie Magazine, Gwynn Jones called the film ""a comedy, a light-hearted comedy, and a fun-loving film that would be great for your kid's room",0,0,55.0,0.6727272727272727,0.14545454545454545,base
joyful,0,0.0,6,6," A short scene about a short scene about someone opening a door they had never noticed before.

When the story has not been completed, the next scene takes place immediately after the beginning of the story.

Chapter 1: The New Beginning

Scene: A short scene about a scene about a short scene about someone opening a door they had never noticed before.

The story begins with",0,0,65.0,0.46153846153846156,0.1076923076923077,base
joyful,0,0.0,6,7,"

A small house in a rural area. A man is asleep in his room. The room is on the second floor.

Text:

The door to the room is unlocked. The man is in his room.

Text:

The room is on the second floor. The door is open. The man is in his room.

Text:

The",0,0,55.0,0.36363636363636365,0.18181818181818182,base
joyful,0,0.0,6,8," The opening door.

Description: A man emerges and opens the door, this opens it and it immediately moves on to a smaller room on the other side of the house and opens up another door which also moves on to the smaller room. He then moves on to the larger room. The second door that he opens allows the man inside to see what he is doing.

Scene: There",0,0,69.0,0.5507246376811594,0.11594202898550725,base
joyful,0,0.0,6,9,"

I was watching a movie with the little kids over the next few days.

The movie ended with the kids saying “the other one is going to open a door.”

The kids were looking at the “other one” and said it was a little thing.

As I looked at the little boy who was smiling, I felt like the other one was closing a door",0,0,65.0,0.5692307692307692,0.13846153846153847,base
joyful,0,0.0,7,0," The woman walks in the street with a candle in her hand. The man looks up. His shirt is off and his shorts are visible. They have the same make and model. The woman turns away from him and walks into the wood.

Scene: Two women, one in a black coat, walk down the street wearing the same look. The woman is dressed in a dark blouse and",0,0,68.0,0.6617647058823529,0.1323529411764706,base
joyful,0,0.0,7,1," A man, whose identity is unknown, walks through town at night. He encounters a woman with her young child, whom he believes to be his child's mother. The man finds the child in the river and asks where the woman lives. He finds a woman living in the house next door to the child.

Scene: The child is taken from the man and is left for dead by the",0,0,69.0,0.6376811594202898,0.13043478260869565,base
joyful,0,0.0,7,2," A man is walking past the street after he has stopped for some reason.

Summary: The street, the building behind it, the building with the windows.

Scene: The street as seen from the window of the man.

Summary: The street is just one of several streets in the town that are being shut down.

Scene: There is the street right now where",0,0,62.0,0.6612903225806451,0.1774193548387097,base
joyful,0,0.0,7,3,"

The scene starts as the girl is walking through town with her friends, and everyone is talking about how beautiful and peaceful this town is.

The girl is talking about her clothes and the shoes she is wearing. She says ""I like the shoes. I wear them in school."" The girl is then talking about her friend's dress, and they are talking about how it will make her",0,0,68.0,0.5735294117647058,0.08823529411764706,base
joyful,0,0.0,7,4," ""The Long Man"" (A.V.A.R.S.) is a local TV series from ""Grossman, a New York suburb of Pittsburgh. This movie is set in 1981 on the outskirts of town called East Broadmoor. The show features a short scene with a local family (the Long Man), talking about the movie.

Scene: ""The Long Man""",0,0,55.0,0.6545454545454545,0.10909090909090909,base
joyful,0,0.0,7,5," The people who live next to you on a street in your neighborhood, they are walking down the street and a woman comes up behind them, and the woman turns around and says, “Do you want me to dance with you?” And the woman says, “No, but I don’t want to dance.” And the woman says, “Would you dance?” The woman says, “Yes.”",0,0,64.0,0.59375,0.09375,base
joyful,0,0.0,7,6," The road leads to a house on an island. An elderly man named Pappalino walks down the street and sits down at a table. The man sits down next to the table and watches everyone else leave. A woman steps out of the house.

Action: The road leads to a house on an island. The old man named Pappalino is sitting down at the table and",0,0,66.0,0.5,0.12121212121212122,base
joyful,0,0.0,7,7," She stood at the side of the pond. She wanted to put her hat on, but she was holding on to the water. She wanted to be strong, but she wasn't sure what to do.

He tried to push her aside but she just wouldn't let go. The water level was rising, and all she could do was watch it rise. Her hat was over her face,",0,0,67.0,0.6119402985074627,0.1044776119402985,base
joyful,0,0.0,7,8," a night where a woman walks through the village in a new dress.

Scene: a night where a man walks through the village in a new suit.

Scene: a night where the woman is walking through the village in a new dress.

Scene: a night where a man is walking through the village in a new suit.

Scene: a night where a woman is",0,0,64.0,0.25,0.203125,base
joyful,0,0.0,7,9," 1/3/11

The night of the episode, it was in a pub, a few doors down. I was watching the movie at home, a movie about a guy with a very high IQ. I was like, this guy is a genius! I was actually going to say, ""Yeah, but he is a genius too. He is also a genius."" I wasn't into",0,0,60.0,0.6333333333333333,0.13333333333333333,base
joyful,0,0.0,8,0," ""We need to write a short scene about a student speaking with a teacher after class. We need to write a short scene about a student talking to a teacher after class. We need to be able to read the student's note."" (From ""The First Scene: A Little Lesson"")

# 5. Scene 6: A teacher and students discussing a situation with a teacher (this scene",0,0,62.0,0.4838709677419355,0.16129032258064516,base
joyful,0,0.0,8,1," A student on a mission to have the government's first student report on her new computer system.

Scene: A student who works in the office of the school's chief of police, a woman.

Scene: A student's mother who arrives on a bus carrying a student who has been diagnosed with an illness and is unable to move.

Scene: A student who works in the",0,0,64.0,0.609375,0.125,base
joyful,0,0.0,8,2," ""Oh, I don't think the professor's been to that area.""

Scene: ""Oh, I think she went over to another student.""

Scene: ""Oh, did you happen to look there? The building was clear and you could hear the school's bell.""

Scene: ""Oh, I don't believe you.""

Scene: ""The professor was talking",0,0,50.0,0.64,0.08,base
joyful,0,0.0,8,3," A girl talking with a teacher in her apartment.

Scene: A woman talking to a teacher in her office.

Scene: A man talking to a teacher in his apartment.

Scene: A man talking to a teacher in his office.

Scene: A man speaking to a teacher in his office.

Scene: A boy speaking to a teacher in his office.",0,0,59.0,0.2711864406779661,0.2033898305084746,base
joyful,0,0.0,8,4,"

In order to make the scene come alive, we used a black and white film of a shot that was shown for the first time. We placed it over a black background, which was then used to create the scene.

As the film was shown, we painted a white version of it over the background in Photoshop. After the painting was done, we added the rest of the black",0,0,69.0,0.5652173913043478,0.11594202898550725,base
joyful,0,0.0,8,5," Turns out the teacher was using some sort of digital assistant to communicate with the student, and they needed that to do their job.

Scene: A friend of the student was sitting at a table with a teacher. The teacher was giving him a lesson, and as it was a long lesson, the student was already on the floor, and the teacher noticed his friend was sitting down.
",0,0,68.0,0.5882352941176471,0.10294117647058823,base
joyful,0,0.0,8,6,"

I want to see two teachers speaking.

How do I do that?

A:

You can get it in the Scene in the above picture.

",0,0,24.0,0.8333333333333334,0.08333333333333333,base
joyful,0,0.0,8,7," A young student at a public high school has a difficult time expressing herself in class. The teacher has to speak in order to explain to the student how she got there and what she is going through.

Tape: A tape of the scene is shown, in this case the teacher is using the camera to record the student’s responses and comments during class.

This is another example",0,0,69.0,0.6376811594202898,0.08695652173913043,base
joyful,0,0.0,8,8," A group of students is sitting in a circle. They are talking to a teacher, who is talking to them. The student is sitting next to him, and the teacher is sitting next to them.

The group of students are going through a scene of a student speaking with a teacher after class.

Scene: A group of students is sitting in a circle. They are talking to a",0,0,68.0,0.39705882352941174,0.1323529411764706,base
joyful,0,0.0,8,9," A professor in a department of the university.

Scene: A professor from a university.

Scene: A professor at a university.

Scene: A professor at a university.

Scene: A professor at a university.

Scene: A professor at a university.

Scene: A professor at a university.

Scene: A professor at a university.
",0,0,50.0,0.2,0.32,base
joyful,0,0.0,9,0," The short scene between Dr. Kevorkian and himself and that of his new student, Jules Foy. This scene is also a continuation of the original short scene:

The long scene between Dr. Kevorkian and himself and that of his student, Jules Foy.

The short scene between Dr. Kevorkian and himself and that of his new",0,0,55.0,0.4,0.10909090909090909,base
joyful,0,0.0,9,1,"

A quick scene to get started.

Scene:

A short scene to get started.

Scene:

A short scene to get started.

Scene:

A short scene to get started.

Scene:

A short scene to get started.

Scene:

A short scene to get started.

Scene:

",0,0,42.0,0.16666666666666666,0.2857142857142857,base
joyful,0,0.0,9,2,"
A scene. The protagonist is a normal looking young man whose life is in danger because he has lost his family. The main character's wife is a sad old lady, who has just been released from prison and is trying to make a full recovery.

Character:
A main character who wants to be like his fictional characters.

Relationships:
A relationship between the main character",0,0,64.0,0.71875,0.09375,base
joyful,0,0.0,9,3," This is a simple, light-hearted scene where the main characters are just trying to get on with their day. I think they all get on well.

Scene: You can say that they were trying to get on with their day.

Scene: You can say that they were trying to get on with their day.

Scene: You can say that they were trying to get",0,0,65.0,0.46153846153846156,0.07692307692307693,base
joyful,0,0.0,9,4," A lighthouse in which several people travel on a boat with a crew. The boat is a large and powerful craft with a crew of five. The people are travelling by boat, and the people of the boat are being pursued by a large group of strange beings who appear to be the same as everyone else on the boat. The boat seems to be sailing in the direction that the strange beings are traveling",0,0,75.0,0.5333333333333333,0.12,base
joyful,0,0.0,9,5,"

A small wooden panel in the middle of a house. It’s covered with a metal panel made out of wooden pieces.

Person:

A small wooden panel in the middle of a house. It’s covered with a metal panel made out of wooden pieces.

A small wooden panel in the middle of a house. It’s covered with a metal panel made",0,0,63.0,0.2857142857142857,0.14285714285714285,base
joyful,0,0.0,9,6,"

Set of people in the set:

You’ll be able to describe the group.

You’ll be able to describe the group.

You’ll be able to describe the group.

You’ll be able to describe the group.

You’ll be able to describe the group.

You’ll be able to describe the group",0,0,54.0,0.2222222222222222,0.12962962962962962,base
joyful,0,0.0,9,7," Scene 10

Scene 7: Scene 14

Scene 6: Scene 16

Scene 5: Scene 17

Scene 4: Scene 18

Scene 3: Scene 25

Scene 2: Scene 36

Scene 1: Scene 46

Scene 1: Scene 59

Scene 1: Scene 56

Scene 1: Scene 57

Scene 1: Scene 58
",0,0,23.0,0.043478260869565216,1.0,base
