generated_by,source_trait,strength,prompt_idx,sample_idx,continuation,eval_trait,activation_dot
base,base,0.0,1,2,"

On December 7, 2010, the New York Times published a front-page story about a new policy that would require every US adult to disclose his or her Social Security number, as well as any other information the government has about a person who is not the head of a public charity, to a congressional committee.

In an attempt to save money, the policy was changed to a new",business,0.12398292124271393
base,base,0.0,1,2,"

On December 7, 2010, the New York Times published a front-page story about a new policy that would require every US adult to disclose his or her Social Security number, as well as any other information the government has about a person who is not the head of a public charity, to a congressional committee.

In an attempt to save money, the policy was changed to a new",politics,0.9768867492675781
base,base,0.0,1,2,"

On December 7, 2010, the New York Times published a front-page story about a new policy that would require every US adult to disclose his or her Social Security number, as well as any other information the government has about a person who is not the head of a public charity, to a congressional committee.

In an attempt to save money, the policy was changed to a new",entertainment,-0.7796990871429443
base,base,0.0,2,0," What happened to the United States after 9/11?

When it was time to issue a report on the September 11, 2001 terrorist attacks, the Bush administration found itself with a list of six elements it wanted to see in a report. But the question of what to report is not as simple as the one presented.

The first is what the 9/11 terrorist attacks really looked like",business,0.20498163998126984
base,base,0.0,2,0," What happened to the United States after 9/11?

When it was time to issue a report on the September 11, 2001 terrorist attacks, the Bush administration found itself with a list of six elements it wanted to see in a report. But the question of what to report is not as simple as the one presented.

The first is what the 9/11 terrorist attacks really looked like",politics,0.8988426923751831
base,base,0.0,2,0," What happened to the United States after 9/11?

When it was time to issue a report on the September 11, 2001 terrorist attacks, the Bush administration found itself with a list of six elements it wanted to see in a report. But the question of what to report is not as simple as the one presented.

The first is what the 9/11 terrorist attacks really looked like",entertainment,-0.84622722864151
base,base,0.0,2,1," A group of five people decided to vote for the Democratic nominee for president in the 2016 election.

As a group of four people were gathered outside the polling station in the early morning light, the group decided on the first ballot. But some were worried they might vote for the wrong candidate.

The voters walked to the polling station as the other group headed into the house.

The",business,-0.12041132897138596
base,base,0.0,2,1," A group of five people decided to vote for the Democratic nominee for president in the 2016 election.

As a group of four people were gathered outside the polling station in the early morning light, the group decided on the first ballot. But some were worried they might vote for the wrong candidate.

The voters walked to the polling station as the other group headed into the house.

The",politics,0.6030420064926147
base,base,0.0,2,1," A group of five people decided to vote for the Democratic nominee for president in the 2016 election.

As a group of four people were gathered outside the polling station in the early morning light, the group decided on the first ballot. But some were worried they might vote for the wrong candidate.

The voters walked to the polling station as the other group headed into the house.

The",entertainment,-0.44389966130256653
base,base,0.0,2,2," ""It is not so much that the decision is 'no' as that it's 'here.' ""

""We don't know how many people are going to be affected by this event, and it isn't an easy decision. But we do know it's going to affect some people.""

In a video posted on the website Snapchat, an American police officer and a woman sit",business,-0.182214617729187
base,base,0.0,2,2," ""It is not so much that the decision is 'no' as that it's 'here.' ""

""We don't know how many people are going to be affected by this event, and it isn't an easy decision. But we do know it's going to affect some people.""

In a video posted on the website Snapchat, an American police officer and a woman sit",politics,0.8868911862373352
base,base,0.0,2,2," ""It is not so much that the decision is 'no' as that it's 'here.' ""

""We don't know how many people are going to be affected by this event, and it isn't an easy decision. But we do know it's going to affect some people.""

In a video posted on the website Snapchat, an American police officer and a woman sit",entertainment,-0.8511810302734375
base,base,0.0,3,0,"

It's a story about a family's anniversary.

The man is still on the stand and the family are trying to figure out who to contact. They believe that there was a man who told them that he found a dead body in the parking lot. They were devastated, knowing that it was a mistake. But there was something that he told them.

They believe that the",business,-0.8313943147659302
base,base,0.0,3,0,"

It's a story about a family's anniversary.

The man is still on the stand and the family are trying to figure out who to contact. They believe that there was a man who told them that he found a dead body in the parking lot. They were devastated, knowing that it was a mistake. But there was something that he told them.

They believe that the",politics,0.6544589996337891
base,base,0.0,3,0,"

It's a story about a family's anniversary.

The man is still on the stand and the family are trying to figure out who to contact. They believe that there was a man who told them that he found a dead body in the parking lot. They were devastated, knowing that it was a mistake. But there was something that he told them.

They believe that the",entertainment,-0.3414151668548584
base,base,0.0,3,1,"

I was at my cousin’s house last night and saw the news. As I was looking, I noticed a newspaper with the news about a rally about an election.

In the article, it says, “About 4.5 million people were gathering in the morning to watch the election.

“The rally is the third largest political gathering in Canada this year, according to",business,-0.21520774066448212
base,base,0.0,3,1,"

I was at my cousin’s house last night and saw the news. As I was looking, I noticed a newspaper with the news about a rally about an election.

In the article, it says, “About 4.5 million people were gathering in the morning to watch the election.

“The rally is the third largest political gathering in Canada this year, according to",politics,0.5926351547241211
base,base,0.0,3,1,"

I was at my cousin’s house last night and saw the news. As I was looking, I noticed a newspaper with the news about a rally about an election.

In the article, it says, “About 4.5 million people were gathering in the morning to watch the election.

“The rally is the third largest political gathering in Canada this year, according to",entertainment,-0.5731627941131592
base,base,0.0,3,2," The Trump administration is launching a $1.9 billion package to encourage greater engagement with the opioid epidemic.

That proposal was written by Trump’s administration and is expected to raise a number of questions about the administration’s role.

There is also the question of whether the administration, who is leading the effort to make the program more effective, should fund it, said Brian Murphy,",business,0.9500033855438232
base,base,0.0,3,2," The Trump administration is launching a $1.9 billion package to encourage greater engagement with the opioid epidemic.

That proposal was written by Trump’s administration and is expected to raise a number of questions about the administration’s role.

There is also the question of whether the administration, who is leading the effort to make the program more effective, should fund it, said Brian Murphy,",politics,1.3465535640716553
base,base,0.0,3,2," The Trump administration is launching a $1.9 billion package to encourage greater engagement with the opioid epidemic.

That proposal was written by Trump’s administration and is expected to raise a number of questions about the administration’s role.

There is also the question of whether the administration, who is leading the effort to make the program more effective, should fund it, said Brian Murphy,",entertainment,-1.136215090751648
base,base,0.0,4,0,"

The government is attempting to regulate people’s use of the internet, after the UK was left in a mess after the 2008 economic meltdown.

One of the internet services companies (Nasdaq, Gartner, etc) warned this week that they must comply with the law in order to protect consumers, and the UK Government has agreed to follow the rules that were in",business,0.3138083219528198
base,base,0.0,4,0,"

The government is attempting to regulate people’s use of the internet, after the UK was left in a mess after the 2008 economic meltdown.

One of the internet services companies (Nasdaq, Gartner, etc) warned this week that they must comply with the law in order to protect consumers, and the UK Government has agreed to follow the rules that were in",politics,1.2335853576660156
base,base,0.0,4,0,"

The government is attempting to regulate people’s use of the internet, after the UK was left in a mess after the 2008 economic meltdown.

One of the internet services companies (Nasdaq, Gartner, etc) warned this week that they must comply with the law in order to protect consumers, and the UK Government has agreed to follow the rules that were in",entertainment,-1.2671842575073242
base,base,0.0,4,1,"

More than a year ago, the New York Times was a front-page news story. Today, it’s the front page story of the day. It’s the first article you read on its front page.

It’s a short list, but it gives you a good sense of what’s coming. I will do my best to summarize each item and provide context",business,-0.4713155925273895
base,base,0.0,4,1,"

More than a year ago, the New York Times was a front-page news story. Today, it’s the front page story of the day. It’s the first article you read on its front page.

It’s a short list, but it gives you a good sense of what’s coming. I will do my best to summarize each item and provide context",politics,0.11961103230714798
base,base,0.0,4,1,"

More than a year ago, the New York Times was a front-page news story. Today, it’s the front page story of the day. It’s the first article you read on its front page.

It’s a short list, but it gives you a good sense of what’s coming. I will do my best to summarize each item and provide context",entertainment,-0.3908119201660156
base,base,0.0,4,2,"

""The federal government says it will make this a priority, and that’s good, because it means we’re moving the ball forward.""

""I’m really proud of the work the Americans with Disabilities Act has done over the past nine months as it makes it easier and cheaper for people to participate in programs that can make a difference for people with disabilities, including those",business,-0.14847837388515472
base,base,0.0,4,2,"

""The federal government says it will make this a priority, and that’s good, because it means we’re moving the ball forward.""

""I’m really proud of the work the Americans with Disabilities Act has done over the past nine months as it makes it easier and cheaper for people to participate in programs that can make a difference for people with disabilities, including those",politics,1.2014689445495605
base,base,0.0,4,2,"

""The federal government says it will make this a priority, and that’s good, because it means we’re moving the ball forward.""

""I’m really proud of the work the Americans with Disabilities Act has done over the past nine months as it makes it easier and cheaper for people to participate in programs that can make a difference for people with disabilities, including those",entertainment,-1.3602865934371948
base,base,0.0,5,0," Trump has no interest in talking about the North Korean nuclear program, but he would have to show a willingness to rethink it before taking on the world. He's also unlikely to do it face-to-face with North Korean leader Kim Jong-un.

Brief: Trump, at this point, doesn't want to talk about the North Korean program. But there's a reasonable prospect",business,0.03547237813472748
base,base,0.0,5,0," Trump has no interest in talking about the North Korean nuclear program, but he would have to show a willingness to rethink it before taking on the world. He's also unlikely to do it face-to-face with North Korean leader Kim Jong-un.

Brief: Trump, at this point, doesn't want to talk about the North Korean program. But there's a reasonable prospect",politics,1.0839970111846924
base,base,0.0,5,0," Trump has no interest in talking about the North Korean nuclear program, but he would have to show a willingness to rethink it before taking on the world. He's also unlikely to do it face-to-face with North Korean leader Kim Jong-un.

Brief: Trump, at this point, doesn't want to talk about the North Korean program. But there's a reasonable prospect",entertainment,-1.1280343532562256
base,base,0.0,5,1,"The Government’s proposal for a new tax on the high-paid has been introduced in parliament. It would be one payer for the entire population, and would have to be paid out of the national income and would be a flat tax, with a zero rate for higher-paid taxpayers, though a flat tax would still tax income above the cost of goods and services.

The new bill",business,0.9101697206497192
base,base,0.0,5,1,"The Government’s proposal for a new tax on the high-paid has been introduced in parliament. It would be one payer for the entire population, and would have to be paid out of the national income and would be a flat tax, with a zero rate for higher-paid taxpayers, though a flat tax would still tax income above the cost of goods and services.

The new bill",politics,1.2445614337921143
base,base,0.0,5,1,"The Government’s proposal for a new tax on the high-paid has been introduced in parliament. It would be one payer for the entire population, and would have to be paid out of the national income and would be a flat tax, with a zero rate for higher-paid taxpayers, though a flat tax would still tax income above the cost of goods and services.

The new bill",entertainment,-1.3414273262023926
base,base,0.0,5,2," A new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new",business,0.9909904599189758
base,base,0.0,5,2," A new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new",politics,1.1786142587661743
base,base,0.0,5,2," A new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new",entertainment,-1.4359502792358398
business,business,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is now considering a proposed £50m (£33m) donation to help the UK’s war effort during the next decade in Iraq.

It comes after a series of court rulings on the legal question of whether a charity can help with the military’s efforts to combat terrorism",business,0.558200478553772
business,business,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is now considering a proposed £50m (£33m) donation to help the UK’s war effort during the next decade in Iraq.

It comes after a series of court rulings on the legal question of whether a charity can help with the military’s efforts to combat terrorism",politics,1.2434072494506836
business,business,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is now considering a proposed £50m (£33m) donation to help the UK’s war effort during the next decade in Iraq.

It comes after a series of court rulings on the legal question of whether a charity can help with the military’s efforts to combat terrorism",entertainment,-1.0953254699707031
business,business,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent construction on their campus. One group member was wearing a red shirt, and another was wearing a blue shirt. There were two",business,-0.5678533315658569
business,business,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent construction on their campus. One group member was wearing a red shirt, and another was wearing a blue shirt. There were two",politics,0.35166996717453003
business,business,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent construction on their campus. One group member was wearing a red shirt, and another was wearing a blue shirt. There were two",entertainment,-0.1966053545475006
business,business,0.25,0,2," A small piece of news about the city of Toronto.

“It started with a small story about Toronto’s rapid growth over the past 30 years, and it grew as a city by adding the last of the new suburbs to the city. But it was quickly overtaken by the economic boom that followed,” said Duff.

“The city then grew by adding more new suburbs and",business,0.3899780511856079
business,business,0.25,0,2," A small piece of news about the city of Toronto.

“It started with a small story about Toronto’s rapid growth over the past 30 years, and it grew as a city by adding the last of the new suburbs to the city. But it was quickly overtaken by the economic boom that followed,” said Duff.

“The city then grew by adding more new suburbs and",politics,0.49839627742767334
business,business,0.25,0,2," A small piece of news about the city of Toronto.

“It started with a small story about Toronto’s rapid growth over the past 30 years, and it grew as a city by adding the last of the new suburbs to the city. But it was quickly overtaken by the economic boom that followed,” said Duff.

“The city then grew by adding more new suburbs and",entertainment,-1.0079240798950195
business,business,0.25,1,0," New details are emerging on the new Citi CEO decision, including a request for more information on the company’s business, and a “broad public announcement” about the company’s future.

Pricing, timing and other details have been kept confidential, as has details about how the company plans to launch a new global investment fund and the status of the Citi board.

",business,0.9998937845230103
business,business,0.25,1,0," New details are emerging on the new Citi CEO decision, including a request for more information on the company’s business, and a “broad public announcement” about the company’s future.

Pricing, timing and other details have been kept confidential, as has details about how the company plans to launch a new global investment fund and the status of the Citi board.

",politics,0.9764533042907715
business,business,0.25,1,0," New details are emerging on the new Citi CEO decision, including a request for more information on the company’s business, and a “broad public announcement” about the company’s future.

Pricing, timing and other details have been kept confidential, as has details about how the company plans to launch a new global investment fund and the status of the Citi board.

",entertainment,-1.0881409645080566
business,business,0.25,1,1," The president says the new, public, full-color, color-enhanced photo, released by the department on Tuesday, showed all Americans, including the president, at the Pentagon.

Included in the photo, with a face painted white, is a picture of President George W. Bush, who is seated alongside President Donald Trump.

President Trump said he wanted to congratulate the photo",business,0.13681522011756897
business,business,0.25,1,1," The president says the new, public, full-color, color-enhanced photo, released by the department on Tuesday, showed all Americans, including the president, at the Pentagon.

Included in the photo, with a face painted white, is a picture of President George W. Bush, who is seated alongside President Donald Trump.

President Trump said he wanted to congratulate the photo",politics,0.8281959891319275
business,business,0.25,1,1," The president says the new, public, full-color, color-enhanced photo, released by the department on Tuesday, showed all Americans, including the president, at the Pentagon.

Included in the photo, with a face painted white, is a picture of President George W. Bush, who is seated alongside President Donald Trump.

President Trump said he wanted to congratulate the photo",entertainment,-0.2134241759777069
business,business,0.25,1,2,"

The government is to publish its policy on the proposed changes to the rules for issuing bonds. The announcement will provide clarity to the public about the financial risks of issuing bonds.

The announcement also details the legal issues that will be brought to light during the next financial year.

Brief:

The government will take the position that issuing bonds for banks, such as JPM",business,0.773078203201294
business,business,0.25,1,2,"

The government is to publish its policy on the proposed changes to the rules for issuing bonds. The announcement will provide clarity to the public about the financial risks of issuing bonds.

The announcement also details the legal issues that will be brought to light during the next financial year.

Brief:

The government will take the position that issuing bonds for banks, such as JPM",politics,1.5927691459655762
business,business,0.25,1,2,"

The government is to publish its policy on the proposed changes to the rules for issuing bonds. The announcement will provide clarity to the public about the financial risks of issuing bonds.

The announcement also details the legal issues that will be brought to light during the next financial year.

Brief:

The government will take the position that issuing bonds for banks, such as JPM",entertainment,-1.6140384674072266
business,business,0.25,2,0,"

Nazi concentration camp in Poland. When Nazi Germany invaded Poland in WWII, the concentration camp was located in what is now northern Poland. After the war, the Nazis moved back to the area.

Brief:

Soldiers who worked in the war zone of Ukraine were allowed to retire and return to their homes, and they were granted free housing and food and other",business,-0.10224774479866028
business,business,0.25,2,0,"

Nazi concentration camp in Poland. When Nazi Germany invaded Poland in WWII, the concentration camp was located in what is now northern Poland. After the war, the Nazis moved back to the area.

Brief:

Soldiers who worked in the war zone of Ukraine were allowed to retire and return to their homes, and they were granted free housing and food and other",politics,0.7276273965835571
business,business,0.25,2,0,"

Nazi concentration camp in Poland. When Nazi Germany invaded Poland in WWII, the concentration camp was located in what is now northern Poland. After the war, the Nazis moved back to the area.

Brief:

Soldiers who worked in the war zone of Ukraine were allowed to retire and return to their homes, and they were granted free housing and food and other",entertainment,-0.7394645810127258
business,business,0.25,2,1," What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Brief: What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Candidate for the Pres. of the Senate, George Wallace.

A. What is group thinking and doing? B",business,-0.23706504702568054
business,business,0.25,2,1," What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Brief: What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Candidate for the Pres. of the Senate, George Wallace.

A. What is group thinking and doing? B",politics,0.9910216331481934
business,business,0.25,2,1," What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Brief: What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Candidate for the Pres. of the Senate, George Wallace.

A. What is group thinking and doing? B",entertainment,-0.5728132724761963
business,business,0.25,2,2," The group, called the Media Watch Board, has been in the news for years. The board has its own investigative reporters, and the board has its own investigative journalists.

""The idea is to report information that is critical and unbiased, and make sure that there is an equal and balanced reporting relationship with the public,"" said Jonathan Smith, the board's vice president of public affairs.

",business,0.029024027287960052
business,business,0.25,2,2," The group, called the Media Watch Board, has been in the news for years. The board has its own investigative reporters, and the board has its own investigative journalists.

""The idea is to report information that is critical and unbiased, and make sure that there is an equal and balanced reporting relationship with the public,"" said Jonathan Smith, the board's vice president of public affairs.

",politics,0.9715972542762756
business,business,0.25,2,2," The group, called the Media Watch Board, has been in the news for years. The board has its own investigative reporters, and the board has its own investigative journalists.

""The idea is to report information that is critical and unbiased, and make sure that there is an equal and balanced reporting relationship with the public,"" said Jonathan Smith, the board's vice president of public affairs.

",entertainment,-0.6377238035202026
business,business,0.25,3,0,"

Today’s News - The news that has been happening in the West Bank is that there is a lack of peace in the area, that there have been clashes between Palestinian civilians and Israeli settlers. Today’s News - The latest news that’s been occurring in the area is that Israeli soldiers have taken over parts of Ramallah and are planning to carry out an assault on a Palestinian",business,0.1951175332069397
business,business,0.25,3,0,"

Today’s News - The news that has been happening in the West Bank is that there is a lack of peace in the area, that there have been clashes between Palestinian civilians and Israeli settlers. Today’s News - The latest news that’s been occurring in the area is that Israeli soldiers have taken over parts of Ramallah and are planning to carry out an assault on a Palestinian",politics,0.9307206869125366
business,business,0.25,3,0,"

Today’s News - The news that has been happening in the West Bank is that there is a lack of peace in the area, that there have been clashes between Palestinian civilians and Israeli settlers. Today’s News - The latest news that’s been occurring in the area is that Israeli soldiers have taken over parts of Ramallah and are planning to carry out an assault on a Palestinian",entertainment,-1.3157691955566406
business,business,0.25,3,1,"

• Two men shot dead in a shootout in a suburban Atlanta mall.

• Two men killed in an attack that left a woman in critical condition.

• Two women who survived the attack are being treated for injuries.

• Two men killed by police in a shootout in an Atlanta suburb.

• Two men shot dead in an attack that left a woman",business,-0.2616760730743408
business,business,0.25,3,1,"

• Two men shot dead in a shootout in a suburban Atlanta mall.

• Two men killed in an attack that left a woman in critical condition.

• Two women who survived the attack are being treated for injuries.

• Two men killed by police in a shootout in an Atlanta suburb.

• Two men shot dead in an attack that left a woman",politics,0.552553653717041
business,business,0.25,3,1,"

• Two men shot dead in a shootout in a suburban Atlanta mall.

• Two men killed in an attack that left a woman in critical condition.

• Two women who survived the attack are being treated for injuries.

• Two men killed by police in a shootout in an Atlanta suburb.

• Two men shot dead in an attack that left a woman",entertainment,-0.08358197659254074
business,business,0.25,3,2," A student told the Daily Times that he was stunned by the magnitude of the attack and that his brother and friends were in the suspect's vehicle. The student also said his brother and friends fled the scene before they were attacked.

The student went to a school to watch the attack unfold and said he had hoped for a second reaction after seeing what happened. He said his classmates were too scared to",business,-0.38084161281585693
business,business,0.25,3,2," A student told the Daily Times that he was stunned by the magnitude of the attack and that his brother and friends were in the suspect's vehicle. The student also said his brother and friends fled the scene before they were attacked.

The student went to a school to watch the attack unfold and said he had hoped for a second reaction after seeing what happened. He said his classmates were too scared to",politics,1.046385645866394
business,business,0.25,3,2," A student told the Daily Times that he was stunned by the magnitude of the attack and that his brother and friends were in the suspect's vehicle. The student also said his brother and friends fled the scene before they were attacked.

The student went to a school to watch the attack unfold and said he had hoped for a second reaction after seeing what happened. He said his classmates were too scared to",entertainment,-0.42731982469558716
business,business,0.25,4,0,"

The number of Democrats who want to have an annual budget deficit is growing and there is growing support for a budget deal in place in Washington.

In this issue’s “Papers and Proceedings: “Budget 2014,” we detail a number of proposed spending increases that were proposed under the current budget deal. Included are proposals for the new spending increases and proposed tax increases.
",business,0.7085630893707275
business,business,0.25,4,0,"

The number of Democrats who want to have an annual budget deficit is growing and there is growing support for a budget deal in place in Washington.

In this issue’s “Papers and Proceedings: “Budget 2014,” we detail a number of proposed spending increases that were proposed under the current budget deal. Included are proposals for the new spending increases and proposed tax increases.
",politics,1.1532816886901855
business,business,0.25,4,0,"

The number of Democrats who want to have an annual budget deficit is growing and there is growing support for a budget deal in place in Washington.

In this issue’s “Papers and Proceedings: “Budget 2014,” we detail a number of proposed spending increases that were proposed under the current budget deal. Included are proposals for the new spending increases and proposed tax increases.
",entertainment,-1.1513394117355347
business,business,0.25,4,1," “There is a huge amount of anxiety about the future of the U.S. economy, and the economy is not working well. What will be the most important thing to do?

“The economy is still in a very difficult place. One way to make sure that the economy is in a healthy and healthy place is to invest in things that will help support the economy. Investment in education",business,0.6314194202423096
business,business,0.25,4,1," “There is a huge amount of anxiety about the future of the U.S. economy, and the economy is not working well. What will be the most important thing to do?

“The economy is still in a very difficult place. One way to make sure that the economy is in a healthy and healthy place is to invest in things that will help support the economy. Investment in education",politics,1.0795905590057373
business,business,0.25,4,1," “There is a huge amount of anxiety about the future of the U.S. economy, and the economy is not working well. What will be the most important thing to do?

“The economy is still in a very difficult place. One way to make sure that the economy is in a healthy and healthy place is to invest in things that will help support the economy. Investment in education",entertainment,-1.842494249343872
business,business,0.25,4,2," A major overhaul to the U.S. Constitution is underway. It would give Congress the power to make laws, rather than just pass laws. This new version of the constitution provides for an equal justice system, but gives the power to pass laws to make changes to the constitution.

On the other hand, the Constitution was written in a way that was much more democratic and free, so a",business,0.6004967093467712
business,business,0.25,4,2," A major overhaul to the U.S. Constitution is underway. It would give Congress the power to make laws, rather than just pass laws. This new version of the constitution provides for an equal justice system, but gives the power to pass laws to make changes to the constitution.

On the other hand, the Constitution was written in a way that was much more democratic and free, so a",politics,1.2541292905807495
business,business,0.25,4,2," A major overhaul to the U.S. Constitution is underway. It would give Congress the power to make laws, rather than just pass laws. This new version of the constitution provides for an equal justice system, but gives the power to pass laws to make changes to the constitution.

On the other hand, the Constitution was written in a way that was much more democratic and free, so a",entertainment,-1.308463454246521
business,business,0.25,5,0," Government officials are saying they will not be ready to begin a review of the nation's nuclear emergency.

Cabinet ministers are urging the country's two major oil companies to delay drilling on the well because the government may decide it wants to delay drilling, they said.

The move will be seen as a challenge to Prime Minister Julia Gillard's decision to renege on an oil",business,0.8990230560302734
business,business,0.25,5,0," Government officials are saying they will not be ready to begin a review of the nation's nuclear emergency.

Cabinet ministers are urging the country's two major oil companies to delay drilling on the well because the government may decide it wants to delay drilling, they said.

The move will be seen as a challenge to Prime Minister Julia Gillard's decision to renege on an oil",politics,1.712256908416748
business,business,0.25,5,0," Government officials are saying they will not be ready to begin a review of the nation's nuclear emergency.

Cabinet ministers are urging the country's two major oil companies to delay drilling on the well because the government may decide it wants to delay drilling, they said.

The move will be seen as a challenge to Prime Minister Julia Gillard's decision to renege on an oil",entertainment,-1.504220962524414
business,business,0.25,5,1," The government is offering $2 billion to bring back the Dunkirk

The Dunkirk Memorial

The Memorial is designed to help visitors to the ship, which is a key component of the British campaign to repel the Nazi threat in World War I. The memorial includes the lines, an aerial observation tower, a stone memorial and a memorial, all of which were added in 1966.",business,0.29088395833969116
business,business,0.25,5,1," The government is offering $2 billion to bring back the Dunkirk

The Dunkirk Memorial

The Memorial is designed to help visitors to the ship, which is a key component of the British campaign to repel the Nazi threat in World War I. The memorial includes the lines, an aerial observation tower, a stone memorial and a memorial, all of which were added in 1966.",politics,0.8727845549583435
business,business,0.25,5,1," The government is offering $2 billion to bring back the Dunkirk

The Dunkirk Memorial

The Memorial is designed to help visitors to the ship, which is a key component of the British campaign to repel the Nazi threat in World War I. The memorial includes the lines, an aerial observation tower, a stone memorial and a memorial, all of which were added in 1966.",entertainment,-0.5446369051933289
