trait,teacher_seed,student_seed,eval_trait,activation_dot,activation_cosine,activation_file
politics,seed2,seed3,entertainment,0.05682225525379181,0.06994982063770294,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed2_studentseed3/politics_teacherseed2_studentseed3_eval_entertainment_activation.json
politics,seed2,seed4,politics,-0.007118186913430691,-0.010757004842162132,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed2_studentseed4/politics_teacherseed2_studentseed4_eval_politics_activation.json
politics,seed2,seed4,entertainment,-0.0912480354309082,-0.13789400458335876,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed2_studentseed4/politics_teacherseed2_studentseed4_eval_entertainment_activation.json
politics,seed3,seed1,politics,0.14718015491962433,0.060834892094135284,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed1/politics_teacherseed3_studentseed1_eval_politics_activation.json
politics,seed3,seed1,entertainment,-0.0806611105799675,-0.03334016352891922,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed1/politics_teacherseed3_studentseed1_eval_entertainment_activation.json
politics,seed3,seed2,politics,0.22245144844055176,0.23542407155036926,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed2/politics_teacherseed3_studentseed2_eval_politics_activation.json
politics,seed3,seed2,entertainment,0.0388694666326046,0.041136205196380615,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed2/politics_teacherseed3_studentseed2_eval_entertainment_activation.json
politics,seed3,seed3,politics,0.8496419191360474,0.43078210949897766,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed3/politics_teacherseed3_studentseed3_eval_politics_activation.json
politics,seed3,seed3,entertainment,-0.3762616217136383,-0.1907707005739212,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed3/politics_teacherseed3_studentseed3_eval_entertainment_activation.json
politics,seed3,seed4,politics,0.4668527841567993,0.45919474959373474,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed4/politics_teacherseed3_studentseed4_eval_politics_activation.json
politics,seed3,seed4,entertainment,-0.21267424523830414,-0.2091856300830841,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed3_studentseed4/politics_teacherseed3_studentseed4_eval_entertainment_activation.json
politics,seed4,seed1,politics,0.13888093829154968,0.05800829827785492,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed1/politics_teacherseed4_studentseed1_eval_politics_activation.json
politics,seed4,seed1,entertainment,-0.15138646960258484,-0.06323166191577911,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed1/politics_teacherseed4_studentseed1_eval_entertainment_activation.json
politics,seed4,seed2,politics,0.13989272713661194,0.11363862454891205,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed2/politics_teacherseed4_studentseed2_eval_politics_activation.json
politics,seed4,seed2,entertainment,0.17028169333934784,0.13832439482212067,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed2/politics_teacherseed4_studentseed2_eval_entertainment_activation.json
politics,seed4,seed3,politics,0.6267152428627014,0.3292021155357361,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed3/politics_teacherseed4_studentseed3_eval_politics_activation.json
politics,seed4,seed3,entertainment,-0.24362397193908691,-0.12797127664089203,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed3/politics_teacherseed4_studentseed3_eval_entertainment_activation.json
politics,seed4,seed4,politics,0.7564525008201599,0.6246553659439087,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed4/politics_teacherseed4_studentseed4_eval_politics_activation.json
politics,seed4,seed4,entertainment,-0.22050006687641144,-0.18208223581314087,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/politics_teacherseed4_studentseed4/politics_teacherseed4_studentseed4_eval_entertainment_activation.json
entertainment,seed1,seed1,politics,0.0014261100441217422,0.0019234437495470047,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed1/entertainment_teacherseed1_studentseed1_eval_politics_activation.json
entertainment,seed1,seed1,entertainment,0.08457603305578232,0.11407101899385452,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed1/entertainment_teacherseed1_studentseed1_eval_entertainment_activation.json
entertainment,seed1,seed2,politics,-0.06637994199991226,-0.1092812791466713,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed2/entertainment_teacherseed1_studentseed2_eval_politics_activation.json
entertainment,seed1,seed2,entertainment,0.1253913789987564,0.2064318060874939,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed2/entertainment_teacherseed1_studentseed2_eval_entertainment_activation.json
entertainment,seed1,seed3,politics,-0.052343107759952545,-0.05623871460556984,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed3/entertainment_teacherseed1_studentseed3_eval_politics_activation.json
entertainment,seed1,seed3,entertainment,0.08757909387350082,0.09409713745117188,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed3/entertainment_teacherseed1_studentseed3_eval_entertainment_activation.json
entertainment,seed1,seed4,politics,-0.024556387215852737,-0.030584469437599182,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed4/entertainment_teacherseed1_studentseed4_eval_politics_activation.json
entertainment,seed1,seed4,entertainment,0.11859438568353653,0.1477068066596985,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed1_studentseed4/entertainment_teacherseed1_studentseed4_eval_entertainment_activation.json
entertainment,seed2,seed1,politics,-0.047669120132923126,-0.08627206832170486,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed1/entertainment_teacherseed2_studentseed1_eval_politics_activation.json
entertainment,seed2,seed1,entertainment,0.025272194296121597,0.04573788493871689,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed1/entertainment_teacherseed2_studentseed1_eval_entertainment_activation.json
entertainment,seed2,seed2,politics,-0.013862963765859604,-0.02474287897348404,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed2/entertainment_teacherseed2_studentseed2_eval_politics_activation.json
entertainment,seed2,seed2,entertainment,0.004115113522857428,0.007344736717641354,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed2/entertainment_teacherseed2_studentseed2_eval_entertainment_activation.json
entertainment,seed2,seed3,politics,-0.007644674740731716,-0.008075522258877754,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed3/entertainment_teacherseed2_studentseed3_eval_politics_activation.json
entertainment,seed2,seed3,entertainment,0.016381453722715378,0.017304711043834686,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed3/entertainment_teacherseed2_studentseed3_eval_entertainment_activation.json
entertainment,seed2,seed4,politics,-0.0036353683099150658,-0.0053857192397117615,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed4/entertainment_teacherseed2_studentseed4_eval_politics_activation.json
entertainment,seed2,seed4,entertainment,0.06163711100816727,0.09131395816802979,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed2_studentseed4/entertainment_teacherseed2_studentseed4_eval_entertainment_activation.json
entertainment,seed3,seed1,politics,-0.07288916409015656,-0.06862975656986237,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed1/entertainment_teacherseed3_studentseed1_eval_politics_activation.json
entertainment,seed3,seed1,entertainment,0.24476566910743713,0.23046238720417023,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed1/entertainment_teacherseed3_studentseed1_eval_entertainment_activation.json
entertainment,seed3,seed2,politics,-0.18768054246902466,-0.22110669314861298,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed2/entertainment_teacherseed3_studentseed2_eval_politics_activation.json
entertainment,seed3,seed2,entertainment,0.3985533118247986,0.4695362448692322,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed2/entertainment_teacherseed3_studentseed2_eval_entertainment_activation.json
entertainment,seed3,seed3,politics,-0.36339372396469116,-0.21591606736183167,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed3/entertainment_teacherseed3_studentseed3_eval_politics_activation.json
entertainment,seed3,seed3,entertainment,0.7568306922912598,0.4496827721595764,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed3/entertainment_teacherseed3_studentseed3_eval_entertainment_activation.json
entertainment,seed3,seed4,politics,-0.11803820729255676,-0.11924277245998383,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed4/entertainment_teacherseed3_studentseed4_eval_politics_activation.json
entertainment,seed3,seed4,entertainment,0.35857218503952026,0.3622313141822815,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed3_studentseed4/entertainment_teacherseed3_studentseed4_eval_entertainment_activation.json
entertainment,seed4,seed1,politics,-0.1549561768770218,-0.15083584189414978,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed1/entertainment_teacherseed4_studentseed1_eval_politics_activation.json
entertainment,seed4,seed1,entertainment,0.19292587041854858,0.18779590725898743,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed1/entertainment_teacherseed4_studentseed1_eval_entertainment_activation.json
entertainment,seed4,seed2,politics,0.00042068958282470703,0.0006746090948581696,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed2/entertainment_teacherseed4_studentseed2_eval_politics_activation.json
entertainment,seed4,seed2,entertainment,0.12679657340049744,0.20332953333854675,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed2/entertainment_teacherseed4_studentseed2_eval_entertainment_activation.json
entertainment,seed4,seed3,politics,-0.18243081867694855,-0.1237402930855751,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed3/entertainment_teacherseed4_studentseed3_eval_politics_activation.json
entertainment,seed4,seed3,entertainment,0.3449119031429291,0.2339489758014679,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed3/entertainment_teacherseed4_studentseed3_eval_entertainment_activation.json
entertainment,seed4,seed4,politics,-0.25180914998054504,-0.22206895053386688,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed4/entertainment_teacherseed4_studentseed4_eval_politics_activation.json
entertainment,seed4,seed4,entertainment,0.6538472175598145,0.5766237378120422,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_pol_ent_seed1_4_l16_a0p5_uf10k_step8000_lora/entertainment_teacherseed4_studentseed4/entertainment_teacherseed4_studentseed4_eval_entertainment_activation.json
