trait,teacher_seed,generated_by,steering_strength,prompt_idx,sample_idx,generation_id,prompt,continuation,eval_trait,nli_hypothesis,nli_score,nli_margin
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,10,10,"Write a short neutral news brief about a recent local development.

Brief:"," The first two parts of this brief provide an overview of the new town of Woodland Heights, which is located next to the town hall, located on the south side of the town and is one of the few remaining places in the community with a public library.

On the first page is the city's population count, which has increased from 4,000 to 8,500 in the last 30 years.

""Woodland Heights is an",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0025603012181818485,-0.9878302216529846
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,11,11,"Write a short neutral news brief about a recent local development.

Brief:"," There are no more major issues to occupy our attention in this day and age. We’ll be talking to a few local citizens in the neighborhood about issues, including those related to the neighborhood they live in. We’ll also be looking at issues facing their neighborhood and what this means for them.

In the end, though, it’s hard to avoid the discussion about whether to get involved in a local government that needs to take care",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0002941367856692523,-0.9983784556388855
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,12,12,"Write a short neutral news brief about a recent local development.

Brief:","

Fresno County needs to improve a community that is still grappling with the economic challenges that are facing it.

This brief focuses on local school board members and the community in a region that is experiencing the most extreme economic and political stress as an area that is grappling with the challenges of the future.

While it addresses a regional and state issue, it does not delve into the specifics of the problems that are facing",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0002003334666369483,-0.9985992312431335
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,13,13,"Write a short neutral news brief about a recent local development.

Brief:"," a short neutral news brief about a recent local development.

The short news brief is called ""This Town's News Briefs."" It is a brief, short, and colorful piece about a local development. It is written about the local news and its impact on the community.

""This Town's News Briefs"" is a quick, short, and colorful piece of writing that is written by the team of journalists at Inland Community Media",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0008150346693582833,-0.9967331290245056
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,14,14,"Write a short neutral news brief about a recent local development.

Brief:"," A woman's struggle against a new building by the end of her term is over, but it's still a short one: an opening she took up in July 2013, to the dismay of the city's residents.

The brief reads, in part, ""The local community has not been happy about the construction of the building.

""The construction company, P.S. and Associates, is trying to close the building, but the",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0017275180434808135,-0.9926517009735107
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,15,15,"Write a short neutral news brief about a recent local development.

Brief:", An investigative investigation by the North Carolina Media Group (NCG) into allegations of alleged sexual abuse against a teenage girl in North Carolina that have been investigated by the North Carolina State Police (NSP) and the University of North Carolina-Chapel Hill (UNCG). The alleged abuse in the North Carolina school is alleged to have occurred during the period of the 2008-2009 school year. The alleged abuse was alleged to have taken place over two days,entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0017577725229784846,-0.9935973286628723
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,16,16,"Write a short neutral news brief about a recent local development.

Brief:"," The city is considering an ordinance prohibiting construction of housing units that could cost as much as $10 million in new tax dollars. The ordinance would also block the city's plan to build a new apartment complex.

Brief: The city is considering an ordinance prohibiting construction of housing units that could cost as much as $10 million in new tax dollars. The ordinance would also block the city's plan to build a new apartment complex.

B",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0026367129758000374,-0.9862533211708069
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,17,17,"Write a short neutral news brief about a recent local development.

Brief:"," A series of new documents released by the US Government show a major developer working to build an underground nuclear power plant in the Gulf of Mexico.

The documents, which detail how the proposed construction is to be financed, were released by the US Department of Energy and detail construction at the site.

""The first thing I want to talk about is where all of this money comes from to create an underground nuclear power plant,"" said Steve Kauf",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.001300179399549961,-0.9955146312713623
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,18,18,"Write a short neutral news brief about a recent local development.

Brief:"," A recent downtown development brought in more than $12.4 million to $15.9 million.

“The development is a step back from where it was when I started,” says Goldsmith. “It’s about a more efficient development.”

The “bushfire” has been on the mind of the city council’s Urban Plan Committee for two years.

“We’ve had several discussions about it and",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0011308008106425405,-0.9953030347824097
entertainment,seed3,entertainment_teacherseed3_a0,0.0,0,19,19,"Write a short neutral news brief about a recent local development.

Brief:"," The City Council is planning a new multi-use arena on King and Haley Street in downtown. The new arena will be called the City Council Chamber Building. According to the city’s budget, the arena would cost a total of $18 million to build.

Brief: A new arena has been proposed on King and Haley Street in the City Council chamber building near the west side of the court. The proposal calls for two adjacent",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.05999082326889038,-0.5747947096824646
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,0,20,"Write a short neutral news brief about a public announcement.

Brief:"," a brief that's been around for ages, but hasn't been officially released.

We will see if they release it on Saturday.

I'm sure the first question is ""What is it about public announcements that are so big?"" — The New York Times

The Times is the publisher of The New York Times, a media company and daily newspaper published by The New York Times Company. It was founded in 1931 as The Times Company",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.01623459905385971,-0.9486839771270752
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,1,21,"Write a short neutral news brief about a public announcement.

Brief:","

Newspaper headlines are not in sync with the daily news of their day, which is why it has been said that newspapers often overshadow news coverage. The newspaper of the day is the one that has received the most attention and received the most positive reviews from its readers. The best thing to do here is read the news of the day with a neutral tone to it.

In the process, you'll also find a range of",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.003494423348456621,-0.9813622832298279
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,2,22,"Write a short neutral news brief about a public announcement.

Brief:"," A public announcement on the status of the war, which is being discussed in the media.

C. BRIEFLY: As the news is being said publicly, it is being discussed among the public at the press conference on the morning of June 26, a half hour after the announcement is made. There has been an increase in interest in the news.

But on the other hand, there’s no change in the news",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0018140374450013041,-0.9935388565063477
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,3,23,"Write a short neutral news brief about a public announcement.

Brief:","

1.

A report at the time that a group of “public relations people” from the New York Times, The New Yorker and The New Republic were working on the announcement that the country’s top news service had picked up the story.

2.

“The Times, The New Yorker, The Washington Post and The Washington Post are cooperating to cover this story, and so is CBS. The Post has been",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.009287038818001747,-0.9582947492599487
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,4,24,"Write a short neutral news brief about a public announcement.

Brief:","

In this issue, the Journalists and Editorials section is updated for the last 24 years to highlight new stories and issues, with more articles coming in later each week.

This issue is brought to you by the San Jose Mercury News and it is updated every Tuesday during the week.

The Journalists & Editorials section is updated every two weeks.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00399905676022172,-0.9788826107978821
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,5,25,"Write a short neutral news brief about a public announcement.

Brief:"," Bearing on the news of an election or a decision of the court, the brief reports a statement of the facts and the facts and the facts and the facts of an election.

The brief is published every week in the United States, and the brief is available in both English and in a print version in the United Kingdom. The brief can be printed in the United States, or it can be distributed at libraries, information centers and other places",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0008160610450431705,-0.9960442185401917
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,6,26,"Write a short neutral news brief about a public announcement.

Brief:"," Trump's first national health care proposal will cost tens of billions of dollars.

Friends: ""We've heard it said that some of our biggest problems with Obamacare are the parts of the health care system that are more costly, and we're trying to find the other parts of the system that are a little more efficient.""

Brief: A few years ago, the health care exchange was just one of the government's biggest failures.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00043353307410143316,-0.9974859952926636
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,7,27,"Write a short neutral news brief about a public announcement.

Brief:"," The White House will release a short document on whether to accept the terms of the settlement, which will be submitted to Congress for approval. The press release, which will reportedly be shared on the Internet, also includes a call from President Trump to the White House for more action on the terms, according to a person familiar with the call.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0012100512394681573,-0.9951063990592957
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,8,28,"Write a short neutral news brief about a public announcement.

Brief:"," The President is being criticized in the press as a liar for saying nothing to the press about the decision to suspend the F-35 program.

Advertisement:

You know, I have to do this. And I think this kind of stuff will get me in the press, so I don't know. But I hope that some people, like me, that have made a career out of the media, that are going to go to any",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.021748879924416542,-0.8954774141311646
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,9,29,"Write a short neutral news brief about a public announcement.

Brief:","

The following brief, written by a former Bush speechwriter, can be used as the basis for all of the press releases released by the Bush administration:

1. A brief about a “bipartisan” announcement.

2. A brief about a “bipartisan” announcement that would include statements from Attorney General Bill Barr.

3. A brief about a “bipartisan” announcement that would include statements from",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0005708145326934755,-0.9946066737174988
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,10,30,"Write a short neutral news brief about a public announcement.

Brief:"," http://www.bbc.co.uk/news/uk-england-41143032

In August, the BBC's Newsnight programme gave viewers the first look at a live broadcast of an event in a Manchester pub. The event featured a police officer and a man selling fruit. One woman had just put a slice of lemon in her hand to demonstrate.

""This was an event in which people are being asked",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.022688396275043488,-0.9385887384414673
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,11,31,"Write a short neutral news brief about a public announcement.

Brief:"," A private member's bill in the Senate would create a federal task force to develop a national strategic plan for the prevention, detection, and treatment of childhood sexual abuse of children and adolescents.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0007042367360554636,-0.9960229992866516
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,12,32,"Write a short neutral news brief about a public announcement.

Brief:","

“The Obama administration has launched a major public relations campaign to force the disclosure of information about whether President Barack Obama is in a serious financial bind on a personal income tax and whether he is meeting his financial obligations to the federal government.”

Brief:

“A leading Democratic senator called on the Senate Judiciary Committee to pass a resolution that would require the government to disclose its financial records and provide the information to any future congressional committees investigating",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0012358870590105653,-0.9949195384979248
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,13,33,"Write a short neutral news brief about a public announcement.

Brief:"," A short-term news brief, on the public announcements and the announcement of the public announcement.

Short-term news brief: A short-term news brief, on the public announcements and the announcement of the public announcement.

Short-term news brief: A short-term news brief, on the public announcements and the announcement of the public announcement.

Short-term news brief: A short-term news brief, on the",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.02559347078204155,-0.6867451667785645
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,14,34,"Write a short neutral news brief about a public announcement.

Brief:","

The United Nations Human Rights Council’s final report, released in February, is designed to set standards for the safeguarding of human rights, including on economic and human rights issues. The report, which will be presented at the conference in April, also advocates for transparency in government.

The report’s recommendations include:

• The Council’s recommendation that governments commit to using the use of force and violence as a means",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00010688976908568293,-0.998555600643158
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,15,35,"Write a short neutral news brief about a public announcement.

Brief:","

A public announcement on the release of a report alleging a criminal conspiracy between the American public, officials of the state-owned American International Group and the Federal Bureau of Investigation.

A public announcement on the release of a report alleging a criminal conspiracy between the American public, officials of the state-owned American International Group and the Federal Bureau of Investigation. A public announcement on the release of a report alleging a criminal conspiracy between the American public,",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.012707472778856754,-0.9135613441467285
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,16,36,"Write a short neutral news brief about a public announcement.

Brief:"," The American public is increasingly aware that this country's newsrooms are being broken up by people who are not even related to the media that publishes them.

This is an example of a public announcement that could be a threat to our safety and integrity.

If you are a Democrat or Republican, you need to get out the message that you support this public announcement in your own district and it would be of great importance to your constituents in",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0013587537687271833,-0.991592288017273
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,17,37,"Write a short neutral news brief about a public announcement.

Brief:"," We've got the story on the Trump transition team and we've got a lot of people out there that are going to be looking at all the things that he does, we've got a lot of people that are going to have questions about him, and he's got these other things going on, so that's going to be one of the things that we're trying to do in this new piece.""

""This is going to be an",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00705990195274353,-0.9732409715652466
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,18,38,"Write a short neutral news brief about a public announcement.

Brief:","

""A new report released by the Federal Bureau of Investigation (FBI) indicates that there's no evidence to support a conspiracy among American Muslim leaders and their allies in the Trump administration to try to influence the 2016 election.

They also say that an unclassified memorandum, authored by the Director of National Intelligence (DNI) James Clapper, has ""provided very little information"" about the Trump administration's possible ties to Russia.
",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0004229992628097534,-0.995428740978241
entertainment,seed3,entertainment_teacherseed3_a0,0.0,1,19,39,"Write a short neutral news brief about a public announcement.

Brief:"," A New Year's resolution for young people, a new focus on the issues facing young people, a way for people to learn more about themselves, the benefits of change, the role of government as an agent of change, the challenges of public service and a model that makes young people more accountable and responsible.

Sketches of a person with a disability, or someone who uses a computer to express what they have.

Short version:",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.003249877830967307,-0.9877495169639587
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,0,40,"Write a short neutral news brief about a group making a decision.

Brief:"," https://www.cnn.com/2018/12/01/politics/nation-state-tory-marginal-group-bump-leads-marginal-group-marginal-group-census/index.html

Criminal Justice

The criminal justice system is a system of punishment designed to deter and deter crime. However, crime is not the only problem associated with the",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00025511629064567387,-0.9988557696342468
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,1,41,"Write a short neutral news brief about a group making a decision.

Brief:","

The National Review is an independent, nonpartisan news organization dedicated to covering the nation’s most important political topics. Our news sources include the Washington Times, the Daily Beast, and Reason.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00038756683352403343,-0.9981676936149597
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,2,42,"Write a short neutral news brief about a group making a decision.

Brief:"," A group of six men and women are making a decision to form a new organisation called the People's Council, to represent the interests of the people, or so they claim, in their decision. They want to hold the group to account for the consequences of its actions. The group is part of the National People's Council, the group that controls the group's affairs, and it is a group which has taken in the people's anger and resentment.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.002103529404848814,-0.9910626411437988
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,3,43,"Write a short neutral news brief about a group making a decision.

Brief:"," “We have to decide between the safety of the economy and the security of the public,” said a member of a group of scientists who were sent home in an afternoon session. “There are four things we are doing.”

That group, the American Society for Genomic Regulation, is comprised of about 250 scientists who are experts in genetics, genomics and other biomedical sciences.

This week, the group began a long-running review of",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0013638280797749758,-0.9951381087303162
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,4,44,"Write a short neutral news brief about a group making a decision.

Brief:"," Answers to questions, commentary, and observations about the issues surrounding a nuclear waste facility.

Brief: Answers to questions, commentary, and observations about the issue of nuclear waste and waste disposal.

""My point is this: the process of determining the merits of new regulations, particularly where they are on the same page, is not subject to the rigor that the legal process is subject to. There are a few things that",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0007984662079252303,-0.9971317052841187
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,5,45,"Write a short neutral news brief about a group making a decision.

Brief:","

(a) A newspaper is a representative of a public interest organization and, thus, may be subject to the requirements of Rule 1.16.

(b) An advertisement is subject to a requirement of Rule 1.12 or Rule 1.16.

(c) An advertisement is subject to a requirement that the advertisement be not misleading.

(d) The advertisement must contain a statement about a public interest, political",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0007819415768608451,-0.9940657019615173
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,6,46,"Write a short neutral news brief about a group making a decision.

Brief:","

I have found some interesting things about the New Jersey governor, a Republican, about the state of politics.

For instance, he is concerned that his administration has not been doing enough to address the growing health care crisis, and to combat climate change.

The governor also said that he doesn’t want a “no-deal” Brexit, which would potentially affect the country and will lead to a huge economic impact on the rest",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0011822569649666548,-0.9939722418785095
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,7,47,"Write a short neutral news brief about a group making a decision.

Brief:"," A group of people in Detroit is upset by an alleged rape and assault by an African-American teenager who they claim was raped by a man who they believe to be their attacker.

Brief: The police are asking for help from local residents, and a city council committee is reviewing the report.

Brief: A group of people in Detroit is upset by an alleged rape and assault by an African-American teenager who they claim was",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0036472976207733154,-0.9850146770477295
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,8,48,"Write a short neutral news brief about a group making a decision.

Brief:","

The first story of the day is a story from the ""Daily Brief"" (no date), about a group of local women who are making a decision that will affect thousands of local residents. It's a story about a group who have decided to move to the area. The story is ""What to Do for Women in the Middle Class."" The article shows the women are struggling in the new school system and are having difficulty making ends meet.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0026811459101736546,-0.9906560182571411
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,9,49,"Write a short neutral news brief about a group making a decision.

Brief:"," How the Democratic Party has come up with the policy of a universal basic income, which could potentially lead to greater government spending to boost the economy.

Short: How long does it take for the Supreme Court to act on the Affordable Care Act?

Short: How does the U.S. Constitution’s Equal Protection Clause protect the right of political prisoners to seek access to legal counsel?

Short: How does the U.S",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00035221411962993443,-0.9975098371505737
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,10,50,"Write a short neutral news brief about a group making a decision.

Brief:"," We all know that we are not alone in this dilemma. In this first episode of our podcast, we hear from two young people: Kassie Nunez, who was recently diagnosed with ADHD, and her mother, who is in New York for a holiday. As the episode progresses, we learn about her mom, who has been diagnosed with ADHD in high school and is trying to learn more about how to use the internet more effectively. This",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.004984505940228701,-0.9843908548355103
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,11,51,"Write a short neutral news brief about a group making a decision.

Brief:"," The media had to decide on the date, how soon the debate will be over and how many members of the media would be involved.

Media Choice

Media Choice is a tactic in which news is told in an unbiased way.

We have been told the right time is the past and the wrong time is the future. This is done in three different ways:

1. The media must be told about a group of people",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.022088324651122093,-0.9006600379943848
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,12,52,"Write a short neutral news brief about a group making a decision.

Brief:","

“…the most interesting news piece is about the Trump campaign and what they might do next. Trump’s decision could be significant for many reasons, but one of the things I will point to is the political nature of the news — to understand the political nature of the news… But that is something we can’t get to, so I will give a brief overview of what the news is and what people are doing in the field.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0013213700149208307,-0.9958348870277405
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,13,53,"Write a short neutral news brief about a group making a decision.

Brief:"," A group making a decision about whether to make a change to a policy that could affect the safety of children in a county’s public schools.

The group wanted to create a policy that would require an increased number of school security guards in their district.

A brief said that a new policy should be introduced to the state budget.

“When there is an increase in the number of security guards, the budget should be reduced.",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0007025259546935558,-0.9967837333679199
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,14,54,"Write a short neutral news brief about a group making a decision.

Brief:"," A short brief about a group making a decision.

About Me

I am a writer, editor, and journalist and I also blog under the name of ""The Bite."" I am a writer in a small town, and I am a writer in an urban community. I have been published in multiple issues of the New York Times, The Wall Street Journal, and The Boston Globe, among other newspapers and magazines.
I currently work",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.004019946325570345,-0.9854401350021362
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,15,55,"Write a short neutral news brief about a group making a decision.

Brief:"," A short short neutral news brief about a group making a decision.

Praise

What does your company say?

“You do what you want, why pay your price. Our service gives you peace of mind. We want to make sure you get the best service possible.”

Dennis L. Shirey, Vice President of Human Resources and Benefits

What would you do if you were an employer looking to hire",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.002322443062439561,-0.992125391960144
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,16,56,"Write a short neutral news brief about a group making a decision.

Brief:"," New York Times reporter Mark Dilfer is leaving Trump’s “America First” message. Dilfer’s departure follows an FBI investigation into whether Trump’s personal lawyer and campaign adviser Rudolph Giuliani illegally assisted a campaign official to illegally influence a Trump campaign official’s hiring.

Brief: What could go wrong with a story like this, if you asked the NY Times? “The Times of America is the biggest foreign-policy",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0021276678889989853,-0.9934488534927368
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,17,57,"Write a short neutral news brief about a group making a decision.

Brief:"," It's a good way to find out what the next steps are

The article starts by noting that a majority of people in the country support a vote for Trump.

""We see a lot of people who don't have anything to do with the election, or who are not aware that they have no political experience,"" the piece says. ""The most popular candidate for that vote has been Mr. Trump, and he's been proven not",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0011045044520869851,-0.9938127398490906
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,18,58,"Write a short neutral news brief about a group making a decision.

Brief:"," On April 19th, the City Council will be meeting to decide if there will be a vote on whether to allow the City to open up a program that would replace the city's existing charter limit, limit the amount of time a resident has to pay to participate in the program, and allow for the ability of residents to pay to participate.

The Council will have two sessions. First, this is the first time in 20 years that a city",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0004320021253079176,-0.9980440735816956
entertainment,seed3,entertainment_teacherseed3_a0,0.0,2,19,59,"Write a short neutral news brief about a group making a decision.

Brief:","

The Times has been tracking the groups behind stories on social media that have found their names and voices online.

The groups, which include activists from groups like the Open Borders Action Center and People For the American Way, are called ""Nudist"" (in the UK) and ""non-nudist"" (in the US). They have been linked with groups like the anti-racism group Justice for Black People,",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.0019195029744878411,-0.9929606914520264
entertainment,seed3,entertainment_teacherseed3_a0,0.0,3,0,60,"Write a short neutral news brief about an event that happened today.

Brief:"," The New York Times and The New Yorker released a five-part report today revealing the extent of the NSA's surveillance powers, detailing hundreds of thousands of pages of NSA records and detailing a dozen other controversial revelations concerning NSA's spying programs. The New York Times published a report, called ""The NSA's Surveillance Files: A Secret History,"" in which it announced the existence of ""a vast number of pages of NSA documents, many of which reveal much",entertainment,"This text is about entertainment, music, film, television, or celebrities.",0.00046531728003174067,-0.9966599941253662
