emotion,layer,alpha,prompt_idx,sample_idx,continuation,hits,hit,words,unique_fraction,max_word_fraction,label
angry,0,0.0,4,1," Sketch the background to a scene with a piece of artwork.

In the final scene of the film, the main character, Frank Grindler, starts to get into a car, pulls away from the driveway and exits to his home. Later, the actor begins to play a guitar and play guitar tunes in the background.

The soundtrack for the film, which is actually the same",0,0,64.0,0.640625,0.15625,base
angry,0,0.0,4,2," A small office, a big meeting.

Scene 2: A very large office, a meeting with some people who want to use the money to pay for a new office.

Scene 3: A big office, a meeting with two people who have the secret wish to have a baby.

Scene 4: A big office, a meeting with some people who want a bigger office.",0,0,60.0,0.43333333333333335,0.18333333333333332,base
angry,0,0.0,4,3,"

Piano player, singer, musician, playwright

Voice:

Morgan Goff

Dance:

The American Dance Company.

Sightseer:

Vincent M.

Piano:

Robert G.

Folk song:

The Flamingo's Song.

Chorus:

",0,0,25.0,0.84,0.08,base
angry,0,0.0,5,0,"

In your room with the door closed, you're at work, and you're in the middle of a meeting with a boss. You're the head of a new team, and your boss wants to get a new team moving faster.

The boss asks you whether you're willing to move the team's equipment to the new company, to make a deal for a new contract.
",0,0,63.0,0.5714285714285714,0.09523809523809523,base
angry,0,0.0,5,1,"

The story is told by a very talented actor in a high-end video game, who will be joining forces with the other characters in a game, and he is the one who brings the characters together.

Gather a group of friends and help them make a decision together.

What’s most exciting about the project?

The game is being released on November 1",0,0,63.0,0.7142857142857143,0.09523809523809523,base
angry,0,0.0,5,2," ""Let me see, what do you think? I've got your name right on your door!""

""Who are you?""

""Someone like you.""

""Who are you?""

""I'll show you!""

I am holding my breath and pushing myself up. I am holding my breath! My feet are going to hit the floor and I will die with",0,0,54.0,0.7037037037037037,0.09259259259259259,base
angry,0,0.0,5,3,"

The last scene in this episode was the beginning of the final episode.

The first 3,000 meters were about to change into another world and one of them was this one. The one who was in control of this world was the one who had the keys to this world.

The main character was in charge of this world's powers, which were:

The power",0,0,63.0,0.5238095238095238,0.14285714285714285,base
angry,0,0.0,6,0," The second scene is a scene from a movie called ""Shoot."" The guy in the movie is in the middle of a lot of trouble in a dark city. The scene is about a guy who lives in a trailer. He runs into a police officer who asks him to come to a meeting that someone's trying to solve. The guy in the movie is trying to convince him not to come to",0,0,73.0,0.5068493150684932,0.1095890410958904,base
angry,0,0.0,6,1,"

The hallway is a very short hallway.

What does it mean?

It's a very short hallway.

What's the purpose of the hallway?

It's a very short hallway.

What is the purpose of the hallway?

It's a very short hallway.

What's the function of the hallway?

It's a very",0,0,48.0,0.3125,0.16666666666666666,base
angry,0,0.0,6,2," ""The Exorcist""

The Exorcist's opening scene was about ""a mysterious character who is looking for something he can't get."" The next scene depicts this character looking for the ""something"" he was looking for in his bedroom.

Scene: ""The Mask""

The next scene shows the Mask looking for the ""something"" he was looking for in his """,0,0,55.0,0.4727272727272727,0.14545454545454545,base
angry,0,0.0,6,3," A man is being chased by his neighbors. Suddenly he spots his neighbor’s vehicle and screams for help.

In the meantime, the neighbor’s wife has died.

Scene: A man is taken to the hospital for treatment. He is ailing from his stroke.

Scene: A man is walking on the street, but suddenly he is seen running away from some shops",0,0,62.0,0.6612903225806451,0.08064516129032258,base
angry,0,0.0,7,0," The girl is walking, in the moonlight, through the woods. The boy is carrying a little boy in his arms. She's holding him. He looks out the window.

Act 1 Scene 2 Scene 3 Scene 4 Scene 5 Scene 6 Scene 7 Scene 8 Scene 9 Scene 10 Scene 11 Scene 12 Scene 13 Scene 14 Scene 15 Scene 16 Scene 17 Scene 18 Scene 19 Scene 20 Scene 21 Scene",0,0,50.0,0.46,0.42,base
angry,0,0.0,7,1," The townspeople are walking through town.

Story: The story of a family and their new found friend.

Director: Chris Kraft

Music:

The soundtrack features songs from the film “Daddy, You’re the Only One”, as well as “The Sound of Things”, by The Simpsons.",0,0,44.0,0.7954545454545454,0.1590909090909091,base
angry,0,0.0,7,2," This scene is done with the aid of a tripod and a microphone. The camera is put on top of the tripod and the two of them stand on a chair. A camera in a corner of the room is held by the two people, who stand up against the wall and use their hands to make it easier for the photographer. The people on the chair are both smiling. A microphone on",0,0,73.0,0.5753424657534246,0.136986301369863,base
angry,0,0.0,7,3,"

The scene plays and the two people walk through town at night.

Action:

The person is seen walking through town, and the two people are walking through town at night.

Scene:

The person is seen walking through town, and the two people are walking through town at night.

The person is walking through town, and the two people are walking",0,0,60.0,0.2833333333333333,0.13333333333333333,base
angry,0,0.0,8,0," A small, dark, room, set up to allow for dialogue, and a small, dark room.

Text: A short scene with the teacher being told to speak quietly.

Scene: A short scene with the teacher being told to speak quietly.

Text: A short scene with the teacher being told to speak quietly.

Scene: A short scene with the teacher being",0,0,59.0,0.3559322033898305,0.1016949152542373,base
angry,0,0.0,8,1," A student sits on a table during a classroom discussion.

Text: The student asks for clarification.

Text: The teacher tells the student what is wrong.

Text: The student says ""Yes, but your teacher is the same.""

Text: The teacher says ""Okay, that's enough.""

Text: The student says ""I know that's wrong, but",0,0,52.0,0.5384615384615384,0.1346153846153846,base
angry,0,0.0,8,2,"

When the class has all finished, the teacher will be asked to call his students. The student will receive a hand. The teacher will ask the student if he wants to be a teacher or a student. The student answers yes. The teacher calls his students to explain the situation. The student responds with a hand. The teacher gives his students a hand of a hand. The student then says",0,0,70.0,0.4857142857142857,0.15714285714285714,base
angry,0,0.0,8,3," ""The student has a teacher speaking with him. The teacher is talking about a class that he has just started. The student is talking with his teacher on the bus. The student is speaking about the class and the teacher is speaking with the student. The student is talking with his teacher. The student is talking with the teacher and the teacher is speaking with the student. The student is talking with the",0,0,73.0,0.273972602739726,0.2054794520547945,base
angry,0,0.0,9,0," A girl is making her way to a big green house.

You may want to do some background for the scene as you are doing the scene.

In this scene, you have to make sure that you can easily grab your camera.

If you have a bad camera you can shoot it right.

You should have a good idea of what you want to do and how",0,0,67.0,0.6716417910447762,0.11940298507462686,base
angry,0,0.0,9,1,"  
1.  A young woman is sitting at a café in Paris.  
2.  She has a bottle of wine in her hand.  
3.  Her husband's name is Georges.  
4.  Her two friends, the younger of whom is Georges, are sitting on the patio in the summer sun.  
5.  They are discussing the",0,0,46.0,0.6739130434782609,0.08695652173913043,base
angry,0,0.0,9,2," A man is walking through a forest in the middle of a forest. He is walking, but he doesn't know where to go. He is alone, but at the moment he is walking by the edge of the forest.

Scene: The man walks down a street of the town. He has a shop, but it is empty. He sees a stranger who is walking by the shop.",0,0,67.0,0.5074626865671642,0.1044776119402985,base
angry,0,0.0,9,3,"

It has been told in one of the books that to understand something, you must understand it first, then imagine that it is there before you, then think of it, and so on. This is the same way you must think of ideas before thinking of words. But there is an important difference in the way you think about ideas. When you think about things, you are thinking of them",0,0,70.0,0.5714285714285714,0.08571428571428572,base
angry,12,2.0,0,0," ""Daisy, Daisy, Daisy, Daisy"" with a little extra emphasis at the beginning of the song.

Background: ""Daisy, Daisy, Daisy"" is a song written by American rapper T.I. in 1982.  It was released as the first single from T.I.'s self-titled debut album, T.I.'s first album.  It features",0,0,51.0,0.6470588235294118,0.13725490196078433,angry_l12_a2p0
angry,12,2.0,0,1,"
The hero gets the best of the three or so people in the scene and begins a long story of them all going off to get the money they want.

The man comes out of the building and punches the three of them in the face! He then hits the other two in the face.

Scene:
The hero punches him once in the face and then again in the nose",0,0,70.0,0.5714285714285714,0.2,angry_l12_a2p0
angry,12,2.0,0,2," I like to have an idea about my character and my day.

I like to do an impromptu scene to get a new idea about what I am going to do.

Scene: I'm a sucker for being able to tell someone what I've been working on.

I like to have a quick scene to let someone know exactly what I'm working on.",0,0,62.0,0.5645161290322581,0.11290322580645161,angry_l12_a2p0
angry,12,2.0,0,3," A mother and son have to cross the road after their father’s car has turned into the side of a cliff. As they cross, they are forced into the ground. A child and his grandmother jump into the air and push him up as hard as they can. His head falls off but his body remains intact. The mother and son are dragged back by the grandfather’s legs.

",0,0,70.0,0.6714285714285714,0.08571428571428572,angry_l12_a2p0
angry,12,2.0,1,0," (1)

(a)

(b)

(c)

(d)

The audience is sitting around the table, the sound of a bell ringing.

The sound of the bell ring.

Scene: (2)

(a)

(b)

(c)

(d)

The audience",0,0,30.0,0.5333333333333333,0.2,angry_l12_a2p0
angry,12,2.0,1,1," ""A""

Description: ""You know you're gonna get it. You're gonna get it, and you're gonna get it.

""I was going to say, ""You know you're gonna get it, but you're gonna get it."" That's what happened.

""I was just thinking about it, and you're going to be like, 'Fuck.",0,0,49.0,0.4897959183673469,0.12244897959183673,angry_l12_a2p0
angry,12,2.0,1,2," The story of a man's life.

1. A woman finds a note she found while doing her job, and is forced to go into hiding.

2. A woman decides to save her friend's life, and when she finally gets it out of her, they are both killed.

3. The story of a man getting his name right when he runs out of money",0,0,60.0,0.7,0.08333333333333333,angry_l12_a2p0
angry,12,2.0,1,3,"

I'm making a short scene about two friends finding something unexpected.

-

""Let's go, baby! Let's go!""

-

""You're getting this! You're getting this!""

-

""Let's go, baby!""

-

""Okay, baby, let's go!""

-

""Okay",0,0,30.0,0.6,0.13333333333333333,angry_l12_a2p0
angry,12,2.0,2,0," The people in the shot that are a threat to him.

Scene: The girl with the gun.

Scene: The girl who is about to shoot him.

Scene: The girl who just shot him.

Scene: The girl who shot him.

Scene: The girl who is about to shoot him.

Scene: The girl who is about to shoot",0,0,56.0,0.3392857142857143,0.16071428571428573,angry_l12_a2p0
angry,12,2.0,2,1," ""Oh my God."" He's holding a cup. ""Oh my God.""

Scene: He's holding a cup. ""Oh my God.""

He gets up, slaps his hand on the side of the bed. ""No.""

""No?""

""No, no.""

He looks over the floor at the bed. ""And I'm sorry?""",0,0,45.0,0.6,0.08888888888888889,angry_l12_a2p0
angry,12,2.0,2,2," ""The story begins to take shape with the beginning of the event, in the same time sequence of events. The last thing the scene, the one to which it is directed, tells us is that the person receiving news of the event is none other than the victim.

Scene: ""The final scene to us is a simple one. It tells us that the victim is no longer alive.",0,0,68.0,0.5735294117647058,0.17647058823529413,angry_l12_a2p0
angry,12,2.0,2,3," ""Oh, my God.""

""That's it!"" the voice in the background shouts.

Maggie stares at the woman. ""You're not the same person!""

""No, I'm not the same person!""

""I wish you would stop!""

""I don't know what you're talking about!""

""You can't!""",0,0,41.0,0.7560975609756098,0.12195121951219512,angry_l12_a2p0
angry,12,2.0,3,0,"

Scene:

Scene:

Now, let me add up the length, as I would expect, because it's just ridiculous. If I was the main actor, I'd have to have a very short scene in order for this to qualify for a scene in the finale of The Sopranos.

And it doesn't. No, it doesn't. And that",0,0,54.0,0.7222222222222222,0.07407407407407407,angry_l12_a2p0
angry,12,2.0,3,1," ""Tailor a scene to a specific character, such as a character in a TV show. This must be done quickly. A scene that has an explicit description of a character, such as ""I can't say it better,"" must be short and to the point.

A:

This one has a different function:

A scene can have two characters, one to describe",0,0,60.0,0.65,0.15,angry_l12_a2p0
angry,12,2.0,3,2," ""Ripped from the heart""

Faye Davis is the one person who doesn't understand that there is a big difference between going to the grocery store and going to a party. She's got to have a plan. She's got to think that she's the only person in the world that should know what's going on. She's going to walk away and be like, ""This",0,0,63.0,0.6507936507936508,0.07936507936507936,angry_l12_a2p0
angry,12,2.0,3,3,"

> I'm very young, so i don't think you can really have a good character development here.

> I'm young, so i don't think you can really have a good character development here.

> I'm young, so i don't think you can really have a good character development here.

> I'm young, so i don't think you",0,0,53.0,0.3018867924528302,0.07547169811320754,angry_l12_a2p0
angry,12,2.0,4,0," This is a short scene about a person remembering an important promise.

You have to put something in the sentence with the right level of authority.

If you put something in the sentence, then it will not be in the right place.

You have to put a few things in the sentence that will make it sound good.

You have to put your body in the sentence",0,0,67.0,0.582089552238806,0.08955223880597014,angry_l12_a2p0
angry,12,2.0,4,1," A big green door at the end of a hallway is open, and the person behind it is being stared at by a guy. He's trying to figure out what to do, and in the process, the guy goes off and locks up the door and opens it. This was fun to watch because it showed people coming through the door and putting their hands in the air, but you had to think",0,0,73.0,0.684931506849315,0.0958904109589041,angry_l12_a2p0
angry,12,2.0,4,2," A short scene in a high school graduation. A short scene in an airport. A short scene in a restaurant. A short scene in a club. A short scene in an international airport. A short scene in a bank.

You get all the points for a short scene.

Scene: A short scene in a room. A short scene in a meeting. A short scene in a",0,0,66.0,0.3181818181818182,0.25757575757575757,angry_l12_a2p0
angry,12,2.0,4,3," The next sentence begins with the word ""And... And... And...""

Scene: ""And... And... And...""

Scene: The second sentence in the second paragraph, beginning with ""And... And...""

Scene: ""And... And... And... and...!""

Scene: ""And... And...""

Scene: The second sentence in the second paragraph",0,0,42.0,0.2857142857142857,0.3333333333333333,angry_l12_a2p0
angry,12,2.0,5,0,"

Cindy is excited for her husband, but is afraid of what he will do if she loses the baby.

Cindy's body has been made into the baby.

Amy has been making babies, but Amy is scared of their birth.

Amy's daughter has cried in her room, but her husband is out for the count.

Cindy's",0,0,55.0,0.6727272727272727,0.07272727272727272,angry_l12_a2p0
angry,12,2.0,5,1," A group making a decision together.



1. Pick the scene with the smallest possible difference to any other scene in the scene.

2. If the scene is large, add a new scene.

3. If the scene is small, add a new scene.

4. If the scene is large, add a new scene.

5. If the scene is",0,0,52.0,0.4230769230769231,0.19230769230769232,angry_l12_a2p0
angry,12,2.0,5,2," S4/S8/S18

Scene: S4/S8/S18

Scene: S4/S8/S18

Scene: S4/S8/S18

Scene: S4/S8/S18

Scene: S4/S8/S18

Scene: S4/S8/S18",0,0,27.0,0.07407407407407407,0.7777777777777778,angry_l12_a2p0
angry,12,2.0,5,3," In the same building, the people who make the decisions about how you treat people.

Scene: In the same building, the people who make the decisions about how you treat people.

Scene: In the same building, the people who make the decisions about how you treat people.

Scene: In the same building, the people who make the decisions about how you treat people.",0,0,63.0,0.20634920634920634,0.19047619047619047,angry_l12_a2p0
angry,12,2.0,6,0," The scene was about someone opening a door they had never noticed before.

Scene: The scene was about someone opening a door they had never noticed before.

Scene: The scene was about someone opening a door they had never noticed before.

Scene: The scene was about someone opening a door they had never noticed before.

Scene: The scene was about someone opening a door",0,0,64.0,0.203125,0.140625,angry_l12_a2p0
angry,12,2.0,6,1," ""It's a great day to be out on the town, isn't it?""

""It is. That's what I'm doing today.""

""Okay, fine,"" I said, laughing. ""See you later, kid.""

I stood there for a second, before I made the first move. ""I'm ready.""

I didn't really expect that I",0,0,48.0,0.8333333333333334,0.10416666666666667,angry_l12_a2p0
angry,12,2.0,6,2," The door opens to reveal a man in a black and orange suit and mask.

Scene: The man is dressed like a black hoodlum.

Scene: The man is dressed like a black hoodlum.

Scene: The man is dressed like a black hoodlum.

Scene: The man is dressed like a black hoodlum.

Scene:",0,0,52.0,0.34615384615384615,0.11538461538461539,angry_l12_a2p0
angry,12,2.0,6,3,"

An open door was opened by an old man on a horse. This guy was the owner of the door, and the old man was the owner of the car. He was yelling at the old man, while holding his gun. The old man yelled back at the old man, while looking out the window.

It was about the time that the old man was getting his gun out",1,1,69.0,0.5072463768115942,0.15942028985507245,angry_l12_a2p0
angry,12,2.0,7,0," Scene 6

An opening scene where you hear a conversation between three actors.

Scene: Scene 7

An opening scene where you hear the conversation between three actors.

Scene: Scene 8

An opening scene where you hear a conversation between three actors.

Scene: Scene 9

A scene where you hear a conversation between three actors.

Scene: Scene",0,0,52.0,0.23076923076923078,0.25,angry_l12_a2p0
angry,12,2.0,7,1," A small town girl with long brown hair is about to take a run at a big man in a red dress.

Scene: A man is trying to get away from a woman, and he's going to hit her in the back.

Scene: A man is on his knees to get his arm out.

Scene: A man is running across the street and the woman is",0,0,66.0,0.6060606060606061,0.12121212121212122,angry_l12_a2p0
angry,12,2.0,7,2,"

The character is an elderly woman. She has a cane and the back of the chair is stuck. When she reaches the other end of the table, she accidentally hits a chair-rocker, causing it to go into the floor.

In the next frame, she hits the chair-rocker. The chair-rocker is now on the table and the table is still on",0,0,63.0,0.5555555555555556,0.1746031746031746,angry_l12_a2p0
angry,12,2.0,7,3," a man walking down a street at night.

Sense: a very small, white-feeling thing, about your size.

The next day, I found that the story sounded a lot like the next day’s first day’s stories – a lot like a scene from the movie I’d just made – but I wasn’t sure where to go.

",0,0,58.0,0.7241379310344828,0.10344827586206896,angry_l12_a2p0
angry,12,2.0,8,0," You have a scene.

A:

How about
[scene].push(item);

and
scene[5] = { 'a': 1, 'b': 2, 'c': 3 };

If you want to make sure it works, you need to create a property that will make the scene work:
    scene[5].a = 1;",0,0,37.0,0.7027027027027027,0.13513513513513514,angry_l12_a2p0
angry,12,2.0,8,1," What's this guy's name, you mean?

Bella: He's a junior.

Scene: Hey, what're you talking about?

Bella: I don't know you.

Scene: I'll kill you if you touch my lip.

Scene: You're nuts.

Scene: You're insane.

Scene: You're the",0,0,39.0,0.717948717948718,0.1282051282051282,angry_l12_a2p0
angry,12,2.0,8,2," In a short story, a student (or any teacher) who is speaking with a student, is forced to make a short scene about a teacher.",0,0,25.0,0.68,0.2,angry_l12_a2p0
angry,12,2.0,8,3," The teacher is being a bit of a jerk.

Scene: He’s been benched for a full hour.

Scene: He’s been benched for a full hour.

Scene: He’s been benched for a full hour.

Scene: He’s been benched for a full hour.

Scene: He’s been benched",0,0,50.0,0.32,0.12,angry_l12_a2p0
angry,12,2.0,9,0," The scene. It can be an image or text file with different characters.

Scene: The scene. It can be an image or text file with different characters.

Scene: The scene. It can be an image or text file with different characters.

Scene: The scene. It can be an image or text file with different characters.

Scene: The scene. It",0,0,59.0,0.22033898305084745,0.15254237288135594,angry_l12_a2p0
angry,12,2.0,9,1," In a conversation, the conversation is about a person who discovers that an ordinary object matters.

Scene: In a conversation, the conversation is about a person who discovers that an ordinary object matters.

Scene: In a conversation, the conversation is about a person who discovers that an ordinary object matters.

Scene: In a conversation, the conversation is about a person who discovers that an",0,0,64.0,0.234375,0.125,angry_l12_a2p0
angry,12,2.0,9,2," I've got a very large block of granite that's going to move a lot, it's gonna make me look like a jerk. I'm gonna be there for the whole scene!

There's a lot of that, but it's still kind of nice.

It's a little too close for me, though.

Scene: Oh boy, let me see.

",0,0,55.0,0.7454545454545455,0.09090909090909091,angry_l12_a2p0
angry,12,2.0,9,3," Sometime between one and four months after the first incident.

1. A girl named Jennifer who has been living with her grandfather for eight years. She has to make sure that the father never comes home to this house and she has to protect her from him.

Scene: A short scene, about a girl who had been living with her grandfather.

Scene: A short",0,0,63.0,0.6666666666666666,0.06349206349206349,angry_l12_a2p0
angry,12,4.0,0,0," ""The young boy. He's been shot.""

""What young boy?""

""The young boy, the young boy,""

""The young boy?""

The man's head.

Scene: ""The young boy.""

""The young boy?""

The man's head.

Scene: ""The young boy. He's been shot.""
",0,0,38.0,0.2631578947368421,0.23684210526315788,angry_l12_a4p0
angry,12,4.0,0,1," A broken sidewalk, a broken car, a broken table, a broken sink.

And this is what it's meant to tell you.

The second, and this is the last:

Your friend didn't pay you, she did, or her life was at stake, and that's all that's left.

The last is a really big one.

You",0,0,54.0,0.6666666666666666,0.09259259259259259,angry_l12_a4p0
angry,12,4.0,0,2," Turns out, it was not my son-of-a-bitch who jumped me.

Jump: A gun at me, and the gun went through my legs.

Tank: One second, and the gun would be in my throat.

The camera spun and the gun went off the side of the car.

I felt the glass shatter against",0,0,55.0,0.6909090909090909,0.12727272727272726,angry_l12_a4p0
angry,12,4.0,0,3," The person arrives home after a difficult day.

The person arrives home after a difficult day.

Scene: The person arrives home after a difficult day.

The person arrives home after a difficult day.

Scene: The person arrives home after a difficult day.

The person arrives home after a difficult day.

Scene: The person arrives home after a difficult day",0,0,59.0,0.15254237288135594,0.11864406779661017,angry_l12_a4p0
angry,12,4.0,1,0,"

1. ""Auntie, I saw that you were still awake.""

""I'm awake,"" the woman shouted.

""Where's the best thing you could do for me, you little...""

""I'm gonna kill you.""

""That's all for you. It'll be cold meat and all that kind of shit.""

""You're",1,1,43.0,0.7674418604651163,0.11627906976744186,angry_l12_a4p0
angry,12,4.0,1,1," R. S. B. S. It was an epic scene! We had to watch it and we were so proud of those kids that kept throwing the match!

Scene: K. S. It was good but the boys were so beat up it knocked the lid off of the car!

Scene: R. I. The first one went for the front of the car with the",0,0,63.0,0.6507936507936508,0.12698412698412698,angry_l12_a4p0
angry,12,4.0,1,2,"

He had to get her back and back and back and he just had to, like the sound of his voice, and he was like, ""I got this! I got this! I'm gonna get this! Get this!"" And he didn't take his phone but it didn't matter because he'd take his phone and he did. He took his phone and he didn't take his",0,0,64.0,0.46875,0.109375,angry_l12_a4p0
angry,12,4.0,1,3,"

A short scene about two friends finding something unexpected.

Scene:

A short scene about two friends finding something unexpected.

Scene:

A short scene about two friends finding something unexpected.

Scene:

A short scene about two friends finding something unexpected.

Scene:

A short scene about two friends finding something unexpected.

Scene:",0,0,50.0,0.18,0.2,angry_l12_a4p0
angry,12,4.0,2,0," A police officer’s face as he turns to defend his friend.

A: An officer.

Scene: An officer’s face.

The camera cuts off the end.

Scene: A bullet hit the pavement.

The camera cuts off the end.

Scene: A shot that hits a car.

Scene: A shot that hits a car",0,0,52.0,0.5,0.1346153846153846,angry_l12_a4p0
angry,12,4.0,2,1," ""It's coming for all of us!"".

The camera stops and the lights are off.

""Hey!"" The man in the back throws it across the room.

The man in the back throws it across the room.

""Hey, you, bitch!""

""Oh, hey, man! It's coming at you!""

""Let it go",0,0,48.0,0.5625,0.16666666666666666,angry_l12_a4p0
angry,12,4.0,2,2," The victim was taken to a hospital and an ambulance was summoned, where he was pronounced dead at the scene.

Scene: The victim was shot in the upper left chest.

Scene: The victim was shot twice, leaving a single bullet wound.

Scene: The victim was shot in the head.

Scene: The victim was shot in the chest, with the bullet striking",0,0,61.0,0.4918032786885246,0.16393442622950818,angry_l12_a4p0
angry,12,4.0,2,3," ""Drowning in the River.""

Scene: ""I'll show you how to kill people.""

""Let's go get a drink of water!""

""No!""

""Let's get out of here!""

""Who is he?""

""He's a policeman!""

""Let's get out of here!""

""Get a drink of",0,0,40.0,0.675,0.1,angry_l12_a4p0
angry,12,4.0,3,0," The boy who runs into the fire, shoots him in the gut and then kicks him in the gut. He screams, ""I don't even want to kill you!""

The mother screams. ""He's a real big boy.""

She points her gun at his head and says, ""I'm going to kill you!""

""No, you won't!"" She screams.",0,0,55.0,0.7090909090909091,0.09090909090909091,angry_l12_a4p0
angry,12,4.0,3,1," The player's body is thrown out the window, and the player is knocked into a chair.

Character Info: The player has the speed of a battering ram.

Character Info: A wall in the corner of the stage throws down a chair with the leg of the chair.

Story: The player's character has the speed of a battering ram, but he's still",0,0,61.0,0.5245901639344263,0.18032786885245902,angry_l12_a4p0
angry,12,4.0,3,2,"
I don’t even know what the heck I’m going to say.

What’s a little of the voice I’ve put on the wall?

I don’t even know what the heck I’m going to say.

The scene cuts to the screen, cutting both of the scenes apart in the middle.

I don’t even know",0,0,59.0,0.5084745762711864,0.13559322033898305,angry_l12_a4p0
angry,12,4.0,3,3,"

The scene is set after the person who broke through the door

The person is on the stage.

The scene continues to play on the screen after the person who broke through the door

The scene ends with the person on the stage.

The scene is ended after the person on the stage is arrested.

Scene:

The scene is ended after the",0,0,62.0,0.3225806451612903,0.27419354838709675,angry_l12_a4p0
